"ET_ID","Region_Nam","District_N","Ward_Name","region","district","ward"
882,"Pwani","Mkuranga","Nyamato","pwani","mkuranga","nyamato"
883,"Pwani","Mkuranga","Kimanzichana","pwani","mkuranga","kimanzichana"
884,"Pwani","Mkuranga","Mkamba","pwani","mkuranga","mkamba"
885,"Pwani","Mkuranga","Panzuo","pwani","mkuranga","panzuo"
886,"Pwani","Mkuranga","Bupu","pwani","mkuranga","bupu"
887,"Pwani","Mkuranga","Mwarusembe","pwani","mkuranga","mwarusembe"
888,"Pwani","Mkuranga","Vianzi","pwani","mkuranga","vianzi"
889,"Pwani","Mkuranga","Njia nne","pwani","mkuranga","njia.nne"
890,"Pwani","Mkuranga","Kiparang'anda","pwani","mkuranga","kiparang.anda"
891,"Pwani","Rufiji","Ikwiriri","pwani","rufiji","ikwiriri"
892,"Pwani","Rufiji","Mgomba","pwani","rufiji","mgomba"
893,"Pwani","Rufiji","Umwe","pwani","rufiji","umwe"
894,"Pwani","Rufiji","Utete","pwani","rufiji","utete"
895,"Pwani","Rufiji","Mkongo","pwani","rufiji","mkongo"
896,"Pwani","Rufiji","Ngorongo","pwani","rufiji","ngorongo"
897,"Pwani","Rufiji","Mwaseni","pwani","rufiji","mwaseni"
898,"Pwani","Rufiji","Kibiti","pwani","rufiji","kibiti"
899,"Pwani","Rufiji","Bungu","pwani","rufiji","bungu"
900,"Pwani","Rufiji","Mahege","pwani","rufiji","mahege"
901,"Pwani","Rufiji","Mchukwi","pwani","rufiji","mchukwi"
902,"Pwani","Rufiji","Chumbi","pwani","rufiji","chumbi"
903,"Pwani","Rufiji","Mbwara","pwani","rufiji","mbwara"
904,"Pwani","Rufiji","Mtunda","pwani","rufiji","mtunda"
905,"Pwani","Rufiji","Ruaruke","pwani","rufiji","ruaruke"
906,"Pwani","Rufiji","Salale","pwani","rufiji","salale"
907,"Pwani","Rufiji","Mbuchi","pwani","rufiji","mbuchi"
908,"Pwani","Rufiji","Kiongoroni","pwani","rufiji","kiongoroni"
909,"Pwani","Rufiji","Maparoni","pwani","rufiji","maparoni"
910,"Pwani","Rufiji","Chemchem","pwani","rufiji","chemchem"
911,"Pwani","Rufiji","Ngarambe","pwani","rufiji","ngarambe"
912,"Pwani","Rufiji","Dimani","pwani","rufiji","dimani"
913,"Pwani","Rufiji","Mtawanya","pwani","rufiji","mtawanya"
914,"Pwani","Rufiji","Mjawa","pwani","rufiji","mjawa"
915,"Pwani","Rufiji","Mlanzi","pwani","rufiji","mlanzi"
916,"Pwani","Rufiji","Mwambao","pwani","rufiji","mwambao"
917,"Pwani","Mafia","Kanga","pwani","mafia","kanga"
918,"Pwani","Mafia","Kirongwe","pwani","mafia","kirongwe"
919,"Pwani","Mafia","Baleni","pwani","mafia","baleni"
920,"Pwani","Mafia","Ndagoni","pwani","mafia","ndagoni"
921,"Pwani","Mafia","Kilindoni","pwani","mafia","kilindoni"
922,"Pwani","Mafia","Miburani","pwani","mafia","miburani"
923,"Pwani","Mafia","Kiegeani","pwani","mafia","kiegeani"
924,"Pwani","Mafia","Jibondo","pwani","mafia","jibondo"
925,"Pwani","Kibaha Urban","Pangani","pwani","kibaha.urban","pangani"
926,"Pwani","Kibaha Urban","Mailimoja","pwani","kibaha.urban","mailimoja"
927,"Pwani","Kibaha Urban","Tumbi","pwani","kibaha.urban","tumbi"
928,"Pwani","Kibaha Urban","Picha ya Ndege","pwani","kibaha.urban","picha.ya.ndege"
929,"Pwani","Kibaha Urban","Mkuza","pwani","kibaha.urban","mkuza"
930,"Pwani","Kibaha Urban","Kibaha","pwani","kibaha.urban","kibaha"
931,"Pwani","Kibaha Urban","Msangani","pwani","kibaha.urban","msangani"
932,"Pwani","Kibaha Urban","Kongowe","pwani","kibaha.urban","kongowe"
933,"Pwani","Kibaha Urban","Misugusugu","pwani","kibaha.urban","misugusugu"
934,"Pwani","Kibaha Urban","Visiga","pwani","kibaha.urban","visiga"
935,"Pwani","Kibaha Urban","Mbwawa","pwani","kibaha.urban","mbwawa"
936,"Dar-es-salaam","Kinondoni","Magomeni","dar.es.salaam","kinondoni","magomeni"
937,"Dar-es-salaam","Kinondoni","Makurumla","dar.es.salaam","kinondoni","makurumla"
938,"Dar-es-salaam","Kinondoni","Ndugumbi","dar.es.salaam","kinondoni","ndugumbi"
939,"Dar-es-salaam","Kinondoni","Tandale","dar.es.salaam","kinondoni","tandale"
940,"Dar-es-salaam","Kinondoni","Mwananyamala","dar.es.salaam","kinondoni","mwananyamala"
941,"Dar-es-salaam","Kinondoni","Msasani","dar.es.salaam","kinondoni","msasani"
942,"Dar-es-salaam","Kinondoni","Kinondoni","dar.es.salaam","kinondoni","kinondoni"
943,"Dar-es-salaam","Kinondoni","Mzimuni","dar.es.salaam","kinondoni","mzimuni"
944,"Dar-es-salaam","Kinondoni","Kigogo","dar.es.salaam","kinondoni","kigogo"
945,"Dar-es-salaam","Kinondoni","Mabibo","dar.es.salaam","kinondoni","mabibo"
946,"Dar-es-salaam","Kinondoni","Manzese","dar.es.salaam","kinondoni","manzese"
947,"Dar-es-salaam","Kinondoni","Ubungo","dar.es.salaam","kinondoni","ubungo"
948,"Dar-es-salaam","Kinondoni","Kibamba","dar.es.salaam","kinondoni","kibamba"
949,"Dar-es-salaam","Kinondoni","Goba","dar.es.salaam","kinondoni","goba"
950,"Dar-es-salaam","Kinondoni","Kawe","dar.es.salaam","kinondoni","kawe"
951,"Dar-es-salaam","Kinondoni","Kunduchi","dar.es.salaam","kinondoni","kunduchi"
952,"Dar-es-salaam","Kinondoni","Mbweni","dar.es.salaam","kinondoni","mbweni"
953,"Dar-es-salaam","Kinondoni","Bunju","dar.es.salaam","kinondoni","bunju"
954,"Dar-es-salaam","Kinondoni","Makuburi","dar.es.salaam","kinondoni","makuburi"
955,"Dar-es-salaam","Kinondoni","Mburahati","dar.es.salaam","kinondoni","mburahati"
956,"Dar-es-salaam","Kinondoni","Makumbusho","dar.es.salaam","kinondoni","makumbusho"
957,"Dar-es-salaam","Kinondoni","Sinza","dar.es.salaam","kinondoni","sinza"
958,"Dar-es-salaam","Kinondoni","Kijitonyama","dar.es.salaam","kinondoni","kijitonyama"
959,"Dar-es-salaam","Kinondoni","Kimara","dar.es.salaam","kinondoni","kimara"
960,"Dar-es-salaam","Kinondoni","Mikocheni","dar.es.salaam","kinondoni","mikocheni"
961,"Dar-es-salaam","Kinondoni","Mbezi","dar.es.salaam","kinondoni","mbezi"
962,"Dar-es-salaam","Kinondoni","Hananasifu","dar.es.salaam","kinondoni","hananasifu"
963,"Dar-es-salaam","Kinondoni","Saranga","dar.es.salaam","kinondoni","saranga"
964,"Dar-es-salaam","Kinondoni","Kwembe","dar.es.salaam","kinondoni","kwembe"
965,"Dar-es-salaam","Kinondoni","Msigani","dar.es.salaam","kinondoni","msigani"
966,"Dar-es-salaam","Kinondoni","Mbezi Juu","dar.es.salaam","kinondoni","mbezi.juu"
967,"Dar-es-salaam","Kinondoni","Makongo","dar.es.salaam","kinondoni","makongo"
968,"Dar-es-salaam","Kinondoni","Mabwepande","dar.es.salaam","kinondoni","mabwepande"
969,"Dar-es-salaam","Kinondoni","Wazo","dar.es.salaam","kinondoni","wazo"
970,"Dar-es-salaam","Ilala","Ukonga","dar.es.salaam","ilala","ukonga"
971,"Dar-es-salaam","Ilala","Pugu","dar.es.salaam","ilala","pugu"
972,"Dar-es-salaam","Ilala","Msongola","dar.es.salaam","ilala","msongola"
973,"Dar-es-salaam","Ilala","Tabata","dar.es.salaam","ilala","tabata"
974,"Dar-es-salaam","Ilala","Kinyerezi","dar.es.salaam","ilala","kinyerezi"
975,"Dar-es-salaam","Ilala","Ilala","dar.es.salaam","ilala","ilala"
976,"Dar-es-salaam","Ilala","Mchikichini","dar.es.salaam","ilala","mchikichini"
977,"Dar-es-salaam","Ilala","Vingunguti","dar.es.salaam","ilala","vingunguti"
978,"Dar-es-salaam","Ilala","Kipawa","dar.es.salaam","ilala","kipawa"
979,"Dar-es-salaam","Ilala","Buguruni","dar.es.salaam","ilala","buguruni"
980,"Dar-es-salaam","Ilala","Kariakoo","dar.es.salaam","ilala","kariakoo"
981,"Dar-es-salaam","Ilala","Jangwani","dar.es.salaam","ilala","jangwani"
982,"Dar-es-salaam","Ilala","Gerezani","dar.es.salaam","ilala","gerezani"
983,"Dar-es-salaam","Ilala","Kisutu","dar.es.salaam","ilala","kisutu"
984,"Dar-es-salaam","Ilala","Mchafukoge","dar.es.salaam","ilala","mchafukoge"
985,"Dar-es-salaam","Ilala","Upanga Mashariki","dar.es.salaam","ilala","upanga.mashariki"
986,"Dar-es-salaam","Ilala","Upanga Magharibi","dar.es.salaam","ilala","upanga.magharibi"
987,"Dar-es-salaam","Ilala","Kivukoni","dar.es.salaam","ilala","kivukoni"
988,"Dar-es-salaam","Ilala","Kiwalani","dar.es.salaam","ilala","kiwalani"
989,"Dar-es-salaam","Ilala","Segerea","dar.es.salaam","ilala","segerea"
990,"Dar-es-salaam","Ilala","Kitunda","dar.es.salaam","ilala","kitunda"
991,"Dar-es-salaam","Ilala","Chanika","dar.es.salaam","ilala","chanika"
992,"Dar-es-salaam","Ilala","Kivule","dar.es.salaam","ilala","kivule"
993,"Dar-es-salaam","Ilala","Gongolamboto","dar.es.salaam","ilala","gongolamboto"
994,"Dar-es-salaam","Ilala","Majohe","dar.es.salaam","ilala","majohe"
995,"Dar-es-salaam","Ilala","Kimanga","dar.es.salaam","ilala","kimanga"
996,"Dar-es-salaam","Temeke","Kigamboni","dar.es.salaam","temeke","kigamboni"
997,"Dar-es-salaam","Temeke","Vijibweni","dar.es.salaam","temeke","vijibweni"
998,"Dar-es-salaam","Temeke","Kibada","dar.es.salaam","temeke","kibada"
999,"Dar-es-salaam","Temeke","Kisarawe II","dar.es.salaam","temeke","kisarawe.ii"
1000,"Dar-es-salaam","Temeke","Somangila","dar.es.salaam","temeke","somangila"
1001,"Dar-es-salaam","Temeke","Kimbiji","dar.es.salaam","temeke","kimbiji"
1002,"Dar-es-salaam","Temeke","Mbagala","dar.es.salaam","temeke","mbagala"
1003,"Dar-es-salaam","Temeke","Chamazi","dar.es.salaam","temeke","chamazi"
1004,"Dar-es-salaam","Temeke","Yombo Vituka","dar.es.salaam","temeke","yombo.vituka"
1005,"Dar-es-salaam","Temeke","Charambe","dar.es.salaam","temeke","charambe"
1006,"Dar-es-salaam","Temeke","Toangoma","dar.es.salaam","temeke","toangoma"
1007,"Dar-es-salaam","Temeke","Miburani","dar.es.salaam","temeke","miburani"
1008,"Dar-es-salaam","Temeke","Temeke","dar.es.salaam","temeke","temeke"
1009,"Dar-es-salaam","Temeke","Mtoni","dar.es.salaam","temeke","mtoni"
1010,"Dar-es-salaam","Temeke","Keko","dar.es.salaam","temeke","keko"
1011,"Dar-es-salaam","Temeke","Kurasini","dar.es.salaam","temeke","kurasini"
1012,"Dar-es-salaam","Temeke","Azimio","dar.es.salaam","temeke","azimio"
1013,"Dar-es-salaam","Temeke","Tandika","dar.es.salaam","temeke","tandika"
1014,"Dar-es-salaam","Temeke","Sandali","dar.es.salaam","temeke","sandali"
1015,"Dar-es-salaam","Temeke","Chang'ombe","dar.es.salaam","temeke","chang.ombe"
1016,"Dar-es-salaam","Temeke","Mbagala Kuu","dar.es.salaam","temeke","mbagala.kuu"
1017,"Dar-es-salaam","Temeke","Makangarawe","dar.es.salaam","temeke","makangarawe"
1018,"Dar-es-salaam","Temeke","Pemba Mnazi","dar.es.salaam","temeke","pemba.mnazi"
1019,"Dar-es-salaam","Temeke","Mjimwema","dar.es.salaam","temeke","mjimwema"
1020,"Dar-es-salaam","Temeke","Tungi","dar.es.salaam","temeke","tungi"
1021,"Dar-es-salaam","Temeke","Kijichi","dar.es.salaam","temeke","kijichi"
1022,"Dar-es-salaam","Temeke","Mianzini","dar.es.salaam","temeke","mianzini"
1023,"Dar-es-salaam","Temeke","Kiburugwa","dar.es.salaam","temeke","kiburugwa"
1024,"Dar-es-salaam","Temeke","Buza","dar.es.salaam","temeke","buza"
1025,"Dar-es-salaam","Temeke","Kilakala","dar.es.salaam","temeke","kilakala"
1026,"Lindi","Kilwa","Tingi","lindi","kilwa","tingi"
1027,"Lindi","Kilwa","Miteja","lindi","kilwa","miteja"
1028,"Lindi","Kilwa","Mingumbi","lindi","kilwa","mingumbi"
1029,"Lindi","Kilwa","Kinjumbi","lindi","kilwa","kinjumbi"
1030,"Lindi","Kilwa","Chumo","lindi","kilwa","chumo"
1031,"Lindi","Kilwa","Kipatimu","lindi","kilwa","kipatimu"
1032,"Lindi","Kilwa","Kandawale","lindi","kilwa","kandawale"
1033,"Lindi","Kilwa","Njinjo","lindi","kilwa","njinjo"
1034,"Lindi","Kilwa","Mitole","lindi","kilwa","mitole"
1035,"Lindi","Kilwa","Miguruwe","lindi","kilwa","miguruwe"
1036,"Lindi","Kilwa","Likawage","lindi","kilwa","likawage"
1037,"Lindi","Kilwa","Nanjirinji","lindi","kilwa","nanjirinji"
1038,"Lindi","Kilwa","Kirnjernje","lindi","kilwa","kirnjernje"
1039,"Lindi","Kilwa","Mandawa","lindi","kilwa","mandawa"
1040,"Lindi","Kilwa","Lihimalyao","lindi","kilwa","lihimalyao"
1041,"Lindi","Kilwa","Pande","lindi","kilwa","pande"
1042,"Lindi","Kilwa","Kikole","lindi","kilwa","kikole"
1043,"Lindi","Kilwa","Kivinjesingino","lindi","kilwa","kivinjesingino"
1044,"Lindi","Kilwa","Songosongo","lindi","kilwa","songosongo"
1045,"Lindi","Kilwa","Masoko","lindi","kilwa","masoko"
1046,"Lindi","Kilwa","Kibata","lindi","kilwa","kibata"
1047,"Lindi","Lindi","Mipingo","lindi","lindi","mipingo"
1048,"Lindi","Lindi","Kitomanga","lindi","lindi","kitomanga"
1049,"Lindi","Lindi","Mchinga","lindi","lindi","mchinga"
1050,"Lindi","Lindi","Kilolambwani","lindi","lindi","kilolambwani"
1051,"Lindi","Lindi","Kilangala","lindi","lindi","kilangala"
1052,"Lindi","Lindi","Kiwalala","lindi","lindi","kiwalala"
1053,"Lindi","Lindi","Navanga","lindi","lindi","navanga"
1054,"Lindi","Lindi","Mnolela","lindi","lindi","mnolela"
1055,"Lindi","Lindi","Sudi","lindi","lindi","sudi"
1056,"Lindi","Lindi","Nachunyu","lindi","lindi","nachunyu"
1057,"Lindi","Lindi","Mtama","lindi","lindi","mtama"
1058,"Lindi","Lindi","Nyangao","lindi","lindi","nyangao"
1059,"Lindi","Lindi","Namupa","lindi","lindi","namupa"
1060,"Lindi","Lindi","Nyengedi","lindi","lindi","nyengedi"
1061,"Lindi","Lindi","Mtua","lindi","lindi","mtua"
1062,"Lindi","Lindi","Nahukahuka","lindi","lindi","nahukahuka"
1063,"Lindi","Lindi","Nyangamara","lindi","lindi","nyangamara"
1064,"Lindi","Lindi","Mandwanga","lindi","lindi","mandwanga"
1065,"Lindi","Lindi","Mnara","lindi","lindi","mnara"
1066,"Lindi","Lindi","Chiponda","lindi","lindi","chiponda"
1067,"Lindi","Lindi","Pangatena","lindi","lindi","pangatena"
1068,"Lindi","Lindi","Longa","lindi","lindi","longa"
1069,"Lindi","Lindi","Rutamba","lindi","lindi","rutamba"
1070,"Lindi","Lindi","Milola","lindi","lindi","milola"
1071,"Lindi","Lindi","Kiwawa","lindi","lindi","kiwawa"
1072,"Lindi","Lindi","Mtumbya","lindi","lindi","mtumbya"
1073,"Lindi","Lindi","Matimba","lindi","lindi","matimba"
1074,"Lindi","Lindi","Nangaru","lindi","lindi","nangaru"
1075,"Lindi","Lindi","Majengo","lindi","lindi","majengo"
1076,"Lindi","Lindi","Namangale","lindi","lindi","namangale"
1077,"Lindi","Nachingwea","Nambambo","lindi","nachingwea","nambambo"
1078,"Lindi","Nachingwea","Kilimanihewa","lindi","nachingwea","kilimanihewa"
1079,"Lindi","Nachingwea","Ruponda","lindi","nachingwea","ruponda"
1080,"Lindi","Nachingwea","Minero Miembeni","lindi","nachingwea","minero.miembeni"
1081,"Lindi","Nachingwea","Namapwia","lindi","nachingwea","namapwia"
1082,"Lindi","Nachingwea","Kipara Mnero","lindi","nachingwea","kipara.mnero"
1083,"Lindi","Nachingwea","Lionja","lindi","nachingwea","lionja"
1084,"Lindi","Nachingwea","Namikango","lindi","nachingwea","namikango"
1085,"Lindi","Nachingwea","Nditi","lindi","nachingwea","nditi"
1086,"Lindi","Nachingwea","Kilima Rondo","lindi","nachingwea","kilima.rondo"
1087,"Lindi","Nachingwea","Mbondo","lindi","nachingwea","mbondo"
1088,"Lindi","Nachingwea","Kiegei","lindi","nachingwea","kiegei"
1089,"Lindi","Nachingwea","Mkoka","lindi","nachingwea","mkoka"
1090,"Lindi","Nachingwea","Chiola","lindi","nachingwea","chiola"
1091,"Lindi","Nachingwea","Mpiruka","lindi","nachingwea","mpiruka"
1092,"Lindi","Nachingwea","Nangowe","lindi","nachingwea","nangowe"
1093,"Lindi","Nachingwea","Mkotokuyana","lindi","nachingwea","mkotokuyana"
1094,"Lindi","Nachingwea","Naipanga","lindi","nachingwea","naipanga"
1095,"Lindi","Nachingwea","Stesheni","lindi","nachingwea","stesheni"
1096,"Lindi","Nachingwea","Naipingo","lindi","nachingwea","naipingo"
1097,"Lindi","Nachingwea","Mtua","lindi","nachingwea","mtua"
1098,"Lindi","Nachingwea","Minerongongo","lindi","nachingwea","minerongongo"
1099,"Lindi","Nachingwea","Matekwe","lindi","nachingwea","matekwe"
1100,"Lindi","Nachingwea","Marambo","lindi","nachingwea","marambo"
1101,"Lindi","Nachingwea","Namatula","lindi","nachingwea","namatula"
1102,"Lindi","Nachingwea","Ndomoni","lindi","nachingwea","ndomoni"
1103,"Lindi","Liwale","Liwale Mjini","lindi","liwale","liwale.mjini"
1104,"Lindi","Liwale","Mihumo","lindi","liwale","mihumo"
1105,"Lindi","Liwale","Ngongowele","lindi","liwale","ngongowele"
1106,"Lindi","Liwale","Mlembwe","lindi","liwale","mlembwe"
1107,"Lindi","Liwale","Makata","lindi","liwale","makata"
1108,"Lindi","Liwale","Barikiwa","lindi","liwale","barikiwa"
1109,"Lindi","Liwale","Mkutano","lindi","liwale","mkutano"
1110,"Lindi","Liwale","Mbaya","lindi","liwale","mbaya"
1111,"Lindi","Liwale","Kimambi","lindi","liwale","kimambi"
1112,"Lindi","Liwale","Kiangara","lindi","liwale","kiangara"
1113,"Lindi","Liwale","Kibutuka","lindi","liwale","kibutuka"
1114,"Lindi","Liwale","Nangano","lindi","liwale","nangano"
1115,"Lindi","Liwale","Mpigamiti","lindi","liwale","mpigamiti"
1116,"Lindi","Liwale","Mirui","lindi","liwale","mirui"
1117,"Lindi","Liwale","Liwale 'B'","lindi","liwale","liwale.b"
1118,"Lindi","Liwale","Mangirikiti","lindi","liwale","mangirikiti"
1119,"Lindi","Liwale","Nangando","lindi","liwale","nangando"
1120,"Lindi","Liwale","Likongowele","lindi","liwale","likongowele"
1121,"Lindi","Liwale","Kichonda","lindi","liwale","kichonda"
1122,"Lindi","Liwale","Lilombe","lindi","liwale","lilombe"
1123,"Lindi","Ruangwa","Ruangwa","lindi","ruangwa","ruangwa"
1124,"Lindi","Ruangwa","Mbekenyera","lindi","ruangwa","mbekenyera"
1125,"Lindi","Ruangwa","Nkowe","lindi","ruangwa","nkowe"
1126,"Lindi","Ruangwa","Malolo","lindi","ruangwa","malolo"
1127,"Lindi","Ruangwa","Luchelegwa","lindi","ruangwa","luchelegwa"
1128,"Lindi","Ruangwa","Chienjele","lindi","ruangwa","chienjele"
1129,"Lindi","Ruangwa","Namichiga","lindi","ruangwa","namichiga"
1130,"Lindi","Ruangwa","Narung'ombe","lindi","ruangwa","narung.ombe"
1131,"Lindi","Ruangwa","Makanjiro","lindi","ruangwa","makanjiro"
1132,"Lindi","Ruangwa","Likunja","lindi","ruangwa","likunja"
1133,"Lindi","Ruangwa","Mnacho","lindi","ruangwa","mnacho"
1134,"Lindi","Ruangwa","Mandawa","lindi","ruangwa","mandawa"
1135,"Lindi","Ruangwa","Nambilanje","lindi","ruangwa","nambilanje"
1136,"Lindi","Ruangwa","Chunyu","lindi","ruangwa","chunyu"
1137,"Lindi","Ruangwa","Mandarawe","lindi","ruangwa","mandarawe"
1138,"Lindi","Ruangwa","Nachingwea","lindi","ruangwa","nachingwea"
1139,"Lindi","Ruangwa","Matambarale","lindi","ruangwa","matambarale"
1140,"Lindi","Ruangwa","Chibula","lindi","ruangwa","chibula"
1141,"Lindi","Ruangwa","Nandagala","lindi","ruangwa","nandagala"
1142,"Lindi","Ruangwa","Nanganga","lindi","ruangwa","nanganga"
1143,"Lindi","Ruangwa","Chinongwe","lindi","ruangwa","chinongwe"
1144,"Lindi","Lindi Urban","Ndoro","lindi","lindi.urban","ndoro"
1145,"Lindi","Lindi Urban","Makonde","lindi","lindi.urban","makonde"
1146,"Lindi","Lindi Urban","Mikumbi","lindi","lindi.urban","mikumbi"
1147,"Lindi","Lindi Urban","Mitandi","lindi","lindi.urban","mitandi"
1148,"Lindi","Lindi Urban","Rahaleo","lindi","lindi.urban","rahaleo"
1149,"Lindi","Lindi Urban","Mwenge","lindi","lindi.urban","mwenge"
1150,"Lindi","Lindi Urban","Matopeni","lindi","lindi.urban","matopeni"
1151,"Lindi","Lindi Urban","Wailes","lindi","lindi.urban","wailes"
1152,"Lindi","Lindi Urban","Nachingwea","lindi","lindi.urban","nachingwea"
1153,"Lindi","Lindi Urban","Rasbura","lindi","lindi.urban","rasbura"
1154,"Lindi","Lindi Urban","Mtanda","lindi","lindi.urban","mtanda"
1155,"Lindi","Lindi Urban","Jamhuri","lindi","lindi.urban","jamhuri"
1156,"Lindi","Lindi Urban","Msinjahili","lindi","lindi.urban","msinjahili"
1157,"Lindi","Lindi Urban","Mingoyo","lindi","lindi.urban","mingoyo"
1158,"Lindi","Lindi Urban","Ng'apa","lindi","lindi.urban","ng.apa"
1159,"Lindi","Lindi Urban","Tandangongoro","lindi","lindi.urban","tandangongoro"
1160,"Lindi","Lindi Urban","Chikonji","lindi","lindi.urban","chikonji"
1161,"Lindi","Lindi Urban","Mbanja","lindi","lindi.urban","mbanja"
1162,"Mtwara","Mtwara","Madimba","mtwara","mtwara","madimba"
1163,"Mtwara","Mtwara","Ziwani","mtwara","mtwara","ziwani"
1164,"Mtwara","Mtwara","Nanguruwe","mtwara","mtwara","nanguruwe"
1165,"Mtwara","Mtwara","Mahurunga","mtwara","mtwara","mahurunga"
1166,"Mtwara","Mtwara","Kitaya","mtwara","mtwara","kitaya"
1167,"Mtwara","Mtwara","Kiromba","mtwara","mtwara","kiromba"
1168,"Mtwara","Mtwara","Njengwa","mtwara","mtwara","njengwa"
1169,"Mtwara","Mtwara","Nitekela","mtwara","mtwara","nitekela"
1170,"Mtwara","Mtwara","Nanyamba","mtwara","mtwara","nanyamba"
1171,"Mtwara","Mtwara","Mtiniko","mtwara","mtwara","mtiniko"
1172,"Mtwara","Mtwara","Dihimba","mtwara","mtwara","dihimba"
1173,"Mtwara","Mtwara","Mnima","mtwara","mtwara","mnima"
1174,"Mtwara","Mtwara","Kitere","mtwara","mtwara","kitere"
1175,"Mtwara","Mtwara","Ndumbwe","mtwara","mtwara","ndumbwe"
1176,"Mtwara","Mtwara","Mayanga","mtwara","mtwara","mayanga"
1177,"Mtwara","Mtwara","Naumbu","mtwara","mtwara","naumbu"
1178,"Mtwara","Mtwara","Chawi","mtwara","mtwara","chawi"
1179,"Mtwara","Mtwara","Namtumbuka","mtwara","mtwara","namtumbuka"
1180,"Mtwara","Mtwara","Libobe","mtwara","mtwara","libobe"
1181,"Mtwara","Mtwara","Mpapura","mtwara","mtwara","mpapura"
1182,"Mtwara","Mtwara","Muungano","mtwara","mtwara","muungano"
1183,"Mtwara","Mtwara","Mbawala","mtwara","mtwara","mbawala"
1184,"Mtwara","Mtwara","Msanga Mkuu","mtwara","mtwara","msanga.mkuu"
1185,"Mtwara","Mtwara","Tangazo","mtwara","mtwara","tangazo"
1186,"Mtwara","Mtwara","Kiyanga","mtwara","mtwara","kiyanga"
1187,"Mtwara","Mtwara","Milango Minne","mtwara","mtwara","milango.minne"
1188,"Mtwara","Mtwara","Mbembaleo","mtwara","mtwara","mbembaleo"
1189,"Mtwara","Mtwara","Mtimbwilimbwi","mtwara","mtwara","mtimbwilimbwi"
1190,"Mtwara","Newala","Luchindu","mtwara","newala","luchindu"
1191,"Mtwara","Newala","Makote","mtwara","newala","makote"
1192,"Mtwara","Newala","Nanguruwe","mtwara","newala","nanguruwe"
1193,"Mtwara","Newala","Mkunya","mtwara","newala","mkunya"
1194,"Mtwara","Newala","Mcholi I","mtwara","newala","mcholi.i"
1195,"Mtwara","Newala","Namiyonga","mtwara","newala","namiyonga"
1196,"Mtwara","Newala","Mnekachi","mtwara","newala","mnekachi"
1197,"Mtwara","Newala","Chitekete","mtwara","newala","chitekete"
1198,"Mtwara","Newala","Mnyambe","mtwara","newala","mnyambe"
1199,"Mtwara","Newala","Chilangala","mtwara","newala","chilangala"
1200,"Mtwara","Newala","Mkoma II","mtwara","newala","mkoma.ii"
1201,"Mtwara","Newala","Kitangari","mtwara","newala","kitangari"
1202,"Mtwara","Newala","Malatu","mtwara","newala","malatu"
1203,"Mtwara","Newala","Mchemo","mtwara","newala","mchemo"
1204,"Mtwara","Newala","Mtopwa","mtwara","newala","mtopwa"
1205,"Mtwara","Newala","Chiwonga","mtwara","newala","chiwonga"
1206,"Mtwara","Newala","Maputi","mtwara","newala","maputi"
1207,"Mtwara","Newala","Makukwe","mtwara","newala","makukwe"
1208,"Mtwara","Newala","Mkwedu","mtwara","newala","mkwedu"
1209,"Mtwara","Newala","Mcholi II","mtwara","newala","mcholi.ii"
1210,"Mtwara","Newala","Mtonya","mtwara","newala","mtonya"
1211,"Mtwara","Newala","Makonga","mtwara","newala","makonga"
1212,"Mtwara","Newala","Nakahako","mtwara","newala","nakahako"
1213,"Mtwara","Newala","Chihangu","mtwara","newala","chihangu"
1214,"Mtwara","Newala","Nambali","mtwara","newala","nambali"
1215,"Mtwara","Newala","Nandwahi","mtwara","newala","nandwahi"
1216,"Mtwara","Newala","Mtunguru","mtwara","newala","mtunguru"
1217,"Mtwara","Newala","Mdimba MpeleMpele","mtwara","newala","mdimba.mpelempele"
1218,"Mtwara","Masasi","Namatutwe","mtwara","masasi","namatutwe"
1219,"Mtwara","Masasi","Namajani","mtwara","masasi","namajani"
1220,"Mtwara","Masasi","Mlingula","mtwara","masasi","mlingula"
1221,"Mtwara","Masasi","Chiwale","mtwara","masasi","chiwale"
1222,"Mtwara","Masasi","Lukuledi","mtwara","masasi","lukuledi"
1223,"Mtwara","Masasi","Mpanyani","mtwara","masasi","mpanyani"
1224,"Mtwara","Masasi","Chigugu","mtwara","masasi","chigugu"
1225,"Mtwara","Masasi","Mwena","mtwara","masasi","mwena"
1226,"Mtwara","Masasi","Nanganga","mtwara","masasi","nanganga"
1227,"Mtwara","Masasi","Chiwata","mtwara","masasi","chiwata"
1228,"Mtwara","Masasi","Mkundi","mtwara","masasi","mkundi"
1229,"Mtwara","Masasi","Mkululu","mtwara","masasi","mkululu"
1230,"Mtwara","Masasi","Nanjota","mtwara","masasi","nanjota"
1231,"Mtwara","Masasi","Chiungutwa","mtwara","masasi","chiungutwa"
1232,"Mtwara","Masasi","Mbuyuni","mtwara","masasi","mbuyuni"
1233,"Mtwara","Masasi","Lipumburu","mtwara","masasi","lipumburu"
1234,"Mtwara","Masasi","Sindano","mtwara","masasi","sindano"
1235,"Mtwara","Masasi","Namalenga","mtwara","masasi","namalenga"
1236,"Mtwara","Masasi","Mchauru","mtwara","masasi","mchauru"
1237,"Mtwara","Masasi","Mnavira","mtwara","masasi","mnavira"
1238,"Mtwara","Masasi","Chikolopola","mtwara","masasi","chikolopola"
