fid,date,date.end,date.of.interview,date.final,country,region.final,district.final,ward.final,village.final,market.final,market.type,respondent.role,other.market.visited,number.markets.visited,trader,trade.pattern,gps.coordinates.of.the.market.final,unique.row.identifier.uuid.
1152385,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Dalali/Galagaja,1,2,1,Nalangua mbuzi kwa wafugaji kijijini au natega barabarani  nakuja kuuza mnadani,-5.8435163 35.6266483 1048.751220703125 3.9,77ff5a21-dc08-11ec-9416-9440c9ab47f0
1152386,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Mnunuzi,1,2,0,NA,-5.8435101 35.6265762 1047.6800537109375 4.873,704ee1c7-dc08-11ec-9416-9440c9ab47f0
1152387,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Galagaja,1,4,1,Nategea wafugji wenye shida nanunua mbuzi naleta mnadani au  nakuja mnadani nanunua mbuzi nauza hapa hapa mnadani  kwa wafanyabiashara wakubwa,-5.8435222 35.6265527 1047.4937744140625 4.63,71330dc6-dc08-11ec-9416-9440c9ab47f0
1152389,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,1,1,0,NA,-7.1022217 31.2332367 917.3 4.9,665e2a09-dc08-11ec-9416-9440c9ab47f0
1152390,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Dalali,0,0,1,Kawaida,-7.1021568 31.2332161 919.6 4.266,6e43a068-dc08-11ec-9416-9440c9ab47f0
1152391,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Mkulima na Mfugaji,1,2,0,NA,-5.8434268 35.6267158 1039.6681653605376 4.7,2649e569-dc16-11ec-9416-9440c9ab47f0
1152392,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Mfugaji na Mkulima,0,0,0,NA,-5.8433509 35.6266111 1070.6 5.0,23b7398b-dc16-11ec-9416-9440c9ab47f0
1152393,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Ufugaji,1,3,1,NA,-5.8433863 35.6267663 1071.6 4.62,2d7649b3-dc16-11ec-9416-9440c9ab47f0
1152394,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Kilimo na Ufuagaji,1,3,0,NA,-5.8434583 35.6266367 1067.2 4.7,24342579-dc16-11ec-9416-9440c9ab47f0
1152395,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Mfugaji,1,2,0,NA,-5.8434257 35.626594 1068.5 4.16,2ae791b7-dc16-11ec-9416-9440c9ab47f0
1152396,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Kilimo na ufugaji,1,1,0,NA,-5.8435035 35.6265585 1074.7 3.9,2b260785-dc16-11ec-9416-9440c9ab47f0
1152397,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Mkulima na Mfugaji,1,1,0,NA,-5.8434306 35.6265912 1064.5 4.9,235658d8-dc16-11ec-9416-9440c9ab47f0
1152398,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Mkulima na Mfugaji,1,2,0,NA,-5.8434747 35.6267329 1063.7 4.84,2e59d19b-dc16-11ec-9416-9440c9ab47f0
1152399,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Mfugaji,1,1,0,NA,-5.8436061 35.6265759 1070.2 4.95,26c075fb-dc16-11ec-9416-9440c9ab47f0
1152400,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,dodoma,bahi,msisi,msisi,msisi,1,Mfugaji  na Mkulima,0,0,0,NA,-5.8435556 35.6266505 1070.1 4.46,2eeef307-dc16-11ec-9416-9440c9ab47f0
1152417,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,0,0,0,NA,-7.1020448 31.2332824 911.6 4.677,65f82b16-dc08-11ec-9416-9440c9ab47f0
1152418,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji na mfanyabiasha,1,4,1,Sio kla siku Kuna mda napumzika kulingana na biashara,-7.1020486 31.2333536 917.0 4.15,634c9f42-dc08-11ec-9416-9440c9ab47f0
1152419,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,1,2,0,NA,-7.101999 31.2334238 953.3 4.566,6782f41a-dc08-11ec-9416-9440c9ab47f0
1152420,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,0,0,0,NA,-7.1020112 31.2334649 923.5 3.65,72ebd49e-dc08-11ec-9416-9440c9ab47f0
1152421,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,1,1,0,NA,-7.1019811 31.2334489 914.9 3.8,74159293-dc08-11ec-9416-9440c9ab47f0
1152422,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,0,0,0,NA,-7.1020095 31.2334208 907.9 4.1,7498c340-dc08-11ec-9416-9440c9ab47f0
1152425,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfanyabiashara,1,2,1,Ana nunua mnadani nakupeleka kwa mamantilie,-7.1020958 31.2333949 913.4 4.35,6ab40fd1-dc08-11ec-9416-9440c9ab47f0
1152426,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,1,1,0,NA,-7.10215 31.2332583 907.2 5.0,71fedc58-dc08-11ec-9416-9440c9ab47f0
1152515,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mnunuzi,0,0,0,NA,-9.0159317 36.8763033 385.8 3.9,6db2301b-dc08-11ec-9416-9440c9ab47f0
1152516,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mnunuzi,0,0,1,Kununua na kuuza mifugo mnadani,-9.01588 36.8763287 389.5 4.08,745d6d29-dc08-11ec-9416-9440c9ab47f0
1152517,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mnunuzi,0,0,0,NA,-9.0159719 36.8763137 385.6 4.7,6408bc78-dc08-11ec-9416-9440c9ab47f0
1152518,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Muuzaji,1,1,0,NA,-9.0159589 36.8762281 358.8 4.78,6ff09e4c-dc08-11ec-9416-9440c9ab47f0
1152519,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mnunuzi,0,0,0,NA,-9.0159149 36.8762729 372.2 4.383,691383ba-dc08-11ec-9416-9440c9ab47f0
1152520,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mnunuzi,1,1,1,Ananunua mnada wa Iputi na kwenda kuuza katika mnada wa Lukande,-9.015889 36.8763846 370.5 3.96,7453287b-dc08-11ec-9416-9440c9ab47f0
1152521,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mfugaji muuuzaji,1,1,0,NA,-9.0158897 36.8763894 369.8 3.12,683a934a-dc08-11ec-9416-9440c9ab47f0
1152522,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Muuzaji,0,0,1,Kila mnada unapokaribia nanunua mifugo na kupeleka mnadani,-9.0159087 36.8762129 372.2176280738269 4.132,78d3db35-dc08-11ec-9416-9440c9ab47f0
1152523,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mfanyabiashara,0,0,1,Anawahi mndani ananunua mifugo na baadae kuuza kwa bei ya juu kidogo,-9.0159001 36.8762454 368.4908290476005 4.516,734d05bb-dc08-11ec-9416-9440c9ab47f0
1152524,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mnunuzi,0,0,0,NA,-9.015897 36.8762518 364.5889108446843 3.9,6d098a31-dc08-11ec-9416-9440c9ab47f0
1152525,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Muuzaji,0,0,0,NA,-9.0158908 36.8762332 366.14163850190647 4.912,74ff6453-dc08-11ec-9416-9440c9ab47f0
1152526,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mfanyabiashara,0,0,0,NA,-9.0159119 36.8762303 363.991032811057 3.9,6706abee-dc08-11ec-9416-9440c9ab47f0
1152527,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mfanyabiashara,1,1,1,Anawahi kununua kisha anwauza kwa bei ya juu kidogo,-9.0159099 36.8762522 367.2191462482626 3.977,6618cf96-dc08-11ec-9416-9440c9ab47f0
1152528,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mnunuzi,0,0,0,NA,-9.0157867 36.8763968 360.83082305544394 4.288,6b1d4c10-dc08-11ec-9416-9440c9ab47f0
1152529,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mnunuzi,0,0,1,Anawahi kununua mifugo na kuchinja kwa ajili ya kitoweo mnadani,-9.0158648 36.8763669 376.79317508669754 4.288,670ccf36-dc08-11ec-9416-9440c9ab47f0
1152530,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mnunuzi wa mbuzi wa kufuga,0,0,1,Anawahi mnadani ananunua mifugo na kisha kuwapeleka nyumbani,-9.0160378 36.8763576 369.77381812849865 4.288,7544941a-dc08-11ec-9416-9440c9ab47f0
1152533,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Dalali,1,1,1,Mwaya nyumbani - Mnadani _ mwaya nyumbani,-9.0157883 36.87629 367.3793892612925 4.5,6c334a1e-dc08-11ec-9416-9440c9ab47f0
1152534,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Dalali,1,3,1,"Ananunua wanyama mnadani, wengine anawauza na wengine anapeleka nyumbani na kuwauza siku nyingine minadani.",-9.0158147 36.876262 359.1816578981741 4.2,6d55750c-dc08-11ec-9416-9440c9ab47f0
1152535,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Muuzaji,0,0,0,NA,-9.0157783 36.8763683 360.9435385978705 4.4,67cf080c-dc08-11ec-9416-9440c9ab47f0
1152536,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Dalali,1,2,1,"Ananunua wanyama minadani, anawapeleka mwaya nyumbani. Wengine huwapeleka kuwauza minadani tena.",-9.0158367 36.87637 344.58165970530837 5.0,73d4240a-dc08-11ec-9416-9440c9ab47f0
1152537,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Muuzaji na mnunuzi,0,0,1,"Ananunua mnadani - iputi na kuwapeleka nyumbani, siku ya mnada wa Iputi  ikifika anakuja kuwauza nyumbani",-9.0158367 36.87637 344.58165970530837 5.0,65598926-dc08-11ec-9416-9440c9ab47f0
1152538,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Muuzaji na mnunuzi,1,1,1,"Ananunua wanyama kwa wanakijiji mbugani, kijiji cha Mbuga na kuwauza minadani. Pia anaweza kununua wanyama kwenye minada ya Lukande na Mbuga na kuwauza minadani",-9.0157483 36.8761985 357.485388043391 4.25,635d9c20-dc08-11ec-9416-9440c9ab47f0
1152539,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Dalali,1,1,1,"Ananunua mnadani na kupeleka nyumbani, alafu anawapeleka tena mnadani kuwauza",-9.01594 36.8764152 360.74264118417614 3.98,6f384d90-dc08-11ec-9416-9440c9ab47f0
1152545,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mfanyabishara,1,3,0,NA,-9.0159895 36.8761546 362.1526515434029 3.9,68030d03-dc08-11ec-9416-9440c9ab47f0
1152546,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mfanyabiasha,1,3,1,Kununua mifugo katika mnada mdogo na kuuza mnada mkubwa,-9.0158765 36.8763636 371.95838191797475 4.873,777acc5f-dc08-11ec-9416-9440c9ab47f0
1152547,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Kuuza,1,1,0,NA,-9.0158775 36.8762827 364.06172684128603 4.744,78241c81-dc08-11ec-9416-9440c9ab47f0
1152548,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mnunuzi,0,0,0,NA,-9.0159269 36.8762236 360.92072946113564 3.9,74bdb230-dc08-11ec-9416-9440c9ab47f0
1152549,2022-05-24,2022-05-24,2022-05-24,2022-05-24,6,morogoro,ulanga,mbuga,iputi,iputi,1,Mfanyabiashar,1,1,0,NA,-9.0159133 36.8762533 362.96928794894296 3.9,66807637-dc08-11ec-9416-9440c9ab47f0
1152593,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Kununua na kuuza mifugo,1,2,1,Nanunua na kusafirisha kwenda minada mingine,-7.255482 31.3946689 927.5 4.955,73e84636-dc08-11ec-9416-9440c9ab47f0
1152594,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Mfugaji,1,2,0,NA,-7.2645275 31.3855612 919.1 4.992,73f14295-dc08-11ec-9416-9440c9ab47f0
1152595,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Gulunga Jilala,0,0,0,NA,-7.2635285 31.3852191 903.9 4.9,663a8973-dc08-11ec-9416-9440c9ab47f0
1152596,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Mnunuzi wa mifugo,0,0,0,NA,-7.2635272 31.3852351 930.6 3.9,792e52ce-dc08-11ec-9416-9440c9ab47f0
1152597,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Galagaja,0,0,1,Kununua na kuuza kondoo na mbuzi,-7.2634717 31.385145 926.5 4.7,695af8d4-dc08-11ec-9416-9440c9ab47f0
1152598,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Galagaja,1,4,1,Kununua na kuuza mbuzi na kondoo,-7.2635741 31.3849832 936.7 4.824,73497ba4-dc08-11ec-9416-9440c9ab47f0
1152599,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Mgalagaja,0,0,0,NA,-7.2635066 31.3849523 928.0 4.858,740cd328-dc08-11ec-9416-9440c9ab47f0
1152600,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Kununua na kuchoma,1,1,1,Kununua na kuuza nyamachoma,-7.2635431 31.384905 917.5 4.901,75fc662c-dc08-11ec-9416-9440c9ab47f0
1152601,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Mgahawa,0,0,1,Kununua nakuchinja na kuuza nyama,-7.263484 31.3848905 925.2 3.9,66bb42d0-dc08-11ec-9416-9440c9ab47f0
1152602,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Mfugaji,0,0,0,NA,-7.2635821 31.3849875 915.3 3.9,6551dbd4-dc08-11ec-9416-9440c9ab47f0
1152603,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Mfugaji,0,0,0,NA,-7.263244 31.3847947 916.7 4.06,76e61c05-dc08-11ec-9416-9440c9ab47f0
1152604,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Mfugaji,0,0,0,NA,-7.2632706 31.385024 904.6 4.153,667a8df0-dc08-11ec-9416-9440c9ab47f0
1152605,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Mfugaji,0,0,0,NA,-7.2630896 31.3847198 900.2 4.5,68538652-dc08-11ec-9416-9440c9ab47f0
1152606,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Mfugaji,0,0,0,NA,-7.2632679 31.3843432 906.5 3.9,7463141b-dc08-11ec-9416-9440c9ab47f0
1152607,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Kilimo na ufugaji,0,0,0,NA,-7.2632682 31.3844384 936.9 4.85,669bff93-dc08-11ec-9416-9440c9ab47f0
1152608,2022-05-22,2022-05-22,2022-05-22,2022-05-22,6,katavi,mlele,majimoto,kitupa,majimoto.a,1,Mfugaji,0,0,0,NA,-7.2633841 31.3845259 936.1 4.18,6c5b8cbf-dc08-11ec-9416-9440c9ab47f0
1152609,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,1,1,0,NA,-7.1023102 31.233124 927.2 5.0,6c383e06-dc08-11ec-9416-9440c9ab47f0
1152610,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,0,0,0,NA,-7.1022473 31.2330982 926.7 3.95,728f6adb-dc08-11ec-9416-9440c9ab47f0
1152611,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,1,3,1,Kununua,-7.1019682 31.2331461 922.7 4.9,742eddf0-dc08-11ec-9416-9440c9ab47f0
1152612,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,1,2,1,Kununua na kuuza mbuzi na kondoo,-7.1035821 31.2334306 917.7 5.0,69cc26f0-dc08-11ec-9416-9440c9ab47f0
1152613,2022-05-23,2022-05-24,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,0,0,0,NA,-7.1020567 31.2334133 929.6 4.4,6cd9b7f8-dc08-11ec-9416-9440c9ab47f0
1152614,2022-05-23,2022-05-23,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Galagaja,1,4,1,"Kununua na kuuza mbuzi, kondoo ng`ombe",-7.1020133 31.2334481 939.0 4.825,6988a9da-dc08-11ec-9416-9440c9ab47f0
1152615,2022-05-23,2022-05-23,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Kilimo na ufugaji,1,3,0,NA,-7.1019665 31.233528 921.2 4.7,6d005ec0-dc08-11ec-9416-9440c9ab47f0
1152616,2022-05-23,2022-05-23,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,0,0,0,NA,-7.1018898 31.2335326 921.1 4.14,78a8fb5c-dc08-11ec-9416-9440c9ab47f0
1152617,2022-05-23,2022-05-23,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mfugaji,1,1,0,NA,-7.1021967 31.2339944 918.9 5.0,70b2c8ee-dc08-11ec-9416-9440c9ab47f0
1152618,2022-05-23,2022-05-23,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mgalagaja,0,0,1,Kununua na kuuza mbuzi,-7.1019363 31.2333575 924.5 3.9,6746694b-dc08-11ec-9416-9440c9ab47f0
1152619,2022-05-23,2022-05-23,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mgalagaja,1,3,1,Ununuzi na uchinjaji wa mbuzi,-7.104108 31.237734 905.4 4.8,6f992e09-dc08-11ec-9416-9440c9ab47f0
1152620,2022-05-23,2022-05-23,2022-05-23,2022-05-23,6,katavi,mlele,usevya,usevya,usevya,1,Mgalagaja,1,1,1,Kununua mbuzi kuchinja na kuuza nyama,-7.1040542 31.2367693 931.3 4.612,6c43e984-dc08-11ec-9416-9440c9ab47f0
1153183,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,1,2,1,Kutoka vijijini na kuuza minadani,-3.0022724 33.0886943 1129.6680908203125 3.929,b65ce557-dc6d-11ec-9416-9440c9ab47f0
1153184,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,1,1,1,Nanunua vijijini au mnadani kama bei ni nzuri,-3.0022307 33.0886928 1139.6357421875 4.506,b8c9ef22-dc6d-11ec-9416-9440c9ab47f0
1153185,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,1,1,1,Naenda vijijini kununua na kuleta mnadani,-3.0022372 33.0887148 1138.014892578125 3.96,bb5477e5-dc6d-11ec-9416-9440c9ab47f0
1153186,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,0,0,1,Nanunua vijijini na minadani mwisho wa siku nauza mnadani tena,-3.0022375 33.0887126 1138.6060791015625 4.676,c5f1cb06-dc6d-11ec-9416-9440c9ab47f0
1153187,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara na mfugaji,1,2,1,Nanunua vijijini na wakati mwingine mnadani nachagua mbuzi wazuri wenye mafuta ndiyo nanunua,-3.0022602 33.0887059 1133.1201171875 3.9,c3a68d61-dc6d-11ec-9416-9440c9ab47f0
1153188,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,3,Mfanyabishara,0,0,1,Vijijini na kuleta mnadani,-3.0022635 33.088695 1133.85498046875 4.071,b6a65f8a-dc6d-11ec-9416-9440c9ab47f0
1153189,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfugaji,0,0,0,NA,-3.0022736 33.0887325 1131.1219482421875 4.475,b6180d70-dc6d-11ec-9416-9440c9ab47f0
1153190,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,1,1,1,Vijijini na kuleta mnadani,-3.0022618 33.0887242 1141.09912109375 4.001,c3d12b58-dc6d-11ec-9416-9440c9ab47f0
1153191,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfugaji na mfanyabishara,1,1,1,Mnadani na kuuza minadani,-3.0022698 33.0886451 1126.649169921875 4.897,bd75e854-dc6d-11ec-9416-9440c9ab47f0
1153192,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfugaji,0,0,0,NA,-3.002252 33.088694 1138.9071044921875 4.341,b8e018ad-dc6d-11ec-9416-9440c9ab47f0
1153193,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,1,2,1,Naenda vijijini na a zaidi Serengeti huko nanunua kwa wafugaji,-3.0022748 33.0887041 1136.6539306640625 4.458,b6a9ce32-dc6d-11ec-9416-9440c9ab47f0
1153194,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfugaji,0,0,0,NA,-3.0022914 33.0887261 1136.1085205078125 4.837,b78e9f78-dc6d-11ec-9416-9440c9ab47f0
1153195,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,0,0,1,Nanunua hapa nasubiri mnada ujao nauza,-3.0022788 33.0887083 1147.6234130859375 4.432,b9bcb97d-dc6d-11ec-9416-9440c9ab47f0
1153196,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,0,0,1,Nanunua vijijini naleta mnadani,-3.002248 33.0887534 1132.2821044921875 4.657,c579365d-dc6d-11ec-9416-9440c9ab47f0
1153197,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,1,2,1,Nanunua kijijini kwetu na kuleta mnadani,-3.0022535 33.0887056 1132.80712890625 4.838,bebc260d-dc6d-11ec-9416-9440c9ab47f0
1153198,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,1,2,1,Kununua mbuzi na kondoo na kuwaleta mnadani,-3.0022831 33.088755 1135.8489990234375 4.766,ba5c8321-dc6d-11ec-9416-9440c9ab47f0
1153199,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,0,0,1,Kununua na kuleta mnadani,-3.0022673 33.0887225 1137.0438232421875 4.287,b561fab9-dc6d-11ec-9416-9440c9ab47f0
1153200,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfugaji,0,0,0,NA,-3.0022424 33.0887546 1142.0833740234375 4.796,ba0376ad-dc6d-11ec-9416-9440c9ab47f0
1153201,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfugaji,0,0,1,Nanunua mnadani na kuchinja hapa,-3.0022749 33.088722 1139.1488037109375 4.198,c803b73c-dc6d-11ec-9416-9440c9ab47f0
1153202,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfanyabishara,0,0,0,NA,-3.0022927 33.0886948 1142.1534423828125 4.941,b545eb0a-dc6d-11ec-9416-9440c9ab47f0
1153203,2022-05-25,2022-05-25,2022-05-25,2022-05-25,6,mwanza,misungwi,masasi,manawa,misasi,1,Mfugaji,0,0,0,NA,-3.0022774 33.0887178 1135.946533203125 4.57,c11feb82-dc6d-11ec-9416-9440c9ab47f0
