"","place","wdr.A","wdr.B","dist"
"265","kadashi","kadashi-kwimba.dc-mwanza","kasenyi-sengerema.dc-mwanza",0.285714285714286
"266","kalemela","kalemela-magu.dc-mwanza","ilemela-ilemela.mc-mwanza",0.130952380952381
"267","mahaha","mahaha-magu.dc-mwanza","mahina-nyamagana.mc-mwanza",0.222222222222222
"268","mwabuhi","kabila-kwimba.dc-mwanza","nkalalo-kwimba.dc-mwanza",0.253968253968254
"269","mwagoli","kabila-magu.dc-mwanza","nkalalo-kwimba.dc-mwanza",0.253968253968254
"270","mwanangwa","mwanangwa-misungwi.dc-mwanza","nyamanga-ukerewe.dc-mwanza",0.163359788359788
"271","mwanangwa","mwanangwa-misungwi.dc-mwanza","mwamanga-magu.dc-mwanza",0.163359788359788
"272","ndagalu","kabila-magu.dc-mwanza","nkalalo-kwimba.dc-mwanza",0.253968253968254
"273","nduha","kabila-kwimba.dc-mwanza","nkalalo-kwimba.dc-mwanza",0.253968253968254
"274","ng.wang.aranga","ng.wang.aranga-kwimba.dc-mwanza","ng.haya-magu.dc-mwanza",0.30952380952381
"275","nhundi","gatuli-kwimba.dc-mwanza","kagunguli-ukerewe.dc-mwanza",0.27037037037037
"276","nobola","nobola-magu.dc-mwanza","ngoma-ukerewe.dc-mwanza",0.3
"277","nyamatala","nyamatala-misungwi.dc-mwanza","nyamagana-nyamagana.mc-mwanza",0.148148148148148
"278","nyashimo","kalemela-magu.dc-mwanza","ilemela-ilemela.mc-mwanza",0.130952380952381
"279","salama","haya-kwimba.dc-mwanza","malya-kwimba.dc-mwanza",0.216666666666667
"280","sumaha","sumaha-kwimba.dc-mwanza","sukuma-magu.dc-mwanza",0.222222222222222
"281","sumaha","sumaha-kwimba.dc-mwanza","mahina-nyamagana.mc-mwanza",0.222222222222222
"282","uingo","kabale-misungwi.dc-mwanza","kalebezo-buchosa.dc-mwanza",0.280555555555556
"283","wala","suma-kwimba.dc-mwanza","sukuma-magu.dc-mwanza",0.111111111111111
"284","wala","sumaha-kwimba.dc-mwanza","sukuma-magu.dc-mwanza",0.222222222222222
"285","wala","sumaha-kwimba.dc-mwanza","mahina-nyamagana.mc-mwanza",0.222222222222222
"286","chalisuka","madibira-mufindi.dc-iringa","maboga-iringa.dc-iringa",0.277777777777778
"287","ilambilole","kising.a-iringa.dc-iringa","kasanga-mufindi.dc-iringa",0.220238095238095
"288","iringa","ipogoro-iringa.dc-iringa","kihorogota-iringa.dc-iringa",0.236507936507937
"289","iringa","iringa-iringa.mc-iringa","rungemba-mafinga.tc-iringa",0.277777777777778
"290","iringa.manispaa","iringa.manispaa-iringa.mc-iringa","mgama-iringa.dc-iringa",0.311111111111111
"291","kinyika","kinyika-iringa.dc-iringa","kinyanambo-mafinga.tc-iringa",0.261904761904762
"292","kisasa","kisasa-iringa.dc-iringa","kihesa-iringa.mc-iringa",0.222222222222222
"293","kisasa","kisasa-iringa.dc-iringa","kimala-kilolo.dc-iringa",0.222222222222222
"294","lugoda","lugoda-mufindi.dc-iringa","lugalo-kilolo.dc-iringa",0.177777777777778
"295","mafinga","mafinga-mufindi.dc-iringa","mninga-mufindi.dc-iringa",0.150793650793651
"296","mafinga","mafinga-mufindi.dc-iringa","mpanga-mufindi.dc-iringa",0.150793650793651
"297","mafuluto","mafuluto-iringa.dc-iringa","mdabulo-mufindi.dc-iringa",0.220238095238095
"298","mkumbwanye","boliboli-iringa.dc-iringa","nyololo-mufindi.dc-iringa",0.30952380952381
"299","mufindi","mufindi-mufindi.dc-iringa","mshindo-iringa.mc-iringa",0.285714285714286
"300","ugoda","lugoda-mufindi.dc-iringa","lugalo-kilolo.dc-iringa",0.177777777777778
"301","chamalendi","chamalendi-mpimbwe.dc-katavi","machimboni-nsimbo.dc-katavi",0.377777777777778
"302","ibindi","ibindi-nsimbo.dc-katavi","kibaoni-mpimbwe.dc-katavi",0.253968253968254
"303","imalauduki","kamsisi-mlele.dc-katavi","kashaulili-mpanda.mc-katavi",0.261904761904762
"304","imarauduki","kamsisi-mlele.dc-katavi","kashaulili-mpanda.mc-katavi",0.261904761904762
"305","iñyonga","iñyonga-mlele.dc-katavi","inyonga-mlele.dc-katavi",0.0952380952380952
"306","kamalmpaka","iñyonga-mlele.dc-katavi","inyonga-mlele.dc-katavi",0.0952380952380952
"307","kamsisi","kamsisi-mlele.dc-katavi","kashaulili-mpanda.mc-katavi",0.261904761904762
"308","kashishi","kashishi-mpimbwe.dc-katavi","kashaulili-mpanda.mc-katavi",0.216666666666667
"309","kilida","mfinga-mpimbwe.dc-katavi","inyonga-mlele.dc-katavi",0.253968253968254
"310","mabambasi","mabambasi-mpimbwe.dc-katavi","magamba-nsimbo.dc-katavi",0.242063492063492
"311","magula","magula-nsimbo.dc-katavi","magamba-nsimbo.dc-katavi",0.253968253968254
"312","majengo","majengo-mpanda.dc-katavi","makanyagio-mpanda.mc-katavi",0.261904761904762
"313","mapili","mapili-mlele.dc-katavi","mwamapuli-mpimbwe.dc-katavi",0.203703703703704
"314","mapili","pwaga-mlele.dc-katavi","magamba-nsimbo.dc-katavi",0.323809523809524
"315","milimate","milimate-nsimbo.dc-katavi","majimoto-mpimbwe.dc-katavi",0.333333333333333
"316","mkokwa","mwamkulu-mpanda.dc-katavi","mwamapuli-mpimbwe.dc-katavi",0.194444444444445
"317","moba","kashishi-mpimbwe.dc-katavi","kashaulili-mpanda.mc-katavi",0.216666666666667
"318","mpanda","majalila-mpanda.dc-katavi","mwamapuli-mpimbwe.dc-katavi",0.273148148148148
"319","msadia","nyambwe-mpimbwe.dc-katavi","mamba-mpimbwe.dc-katavi",0.323809523809524
"320","muze","muze-mpimbwe.dc-katavi","mwese-mpanda.dc-katavi",0.366666666666667
"321","muze","muze-mpimbwe.dc-katavi","mbede-mpimbwe.dc-katavi",0.366666666666667
"322","mwamkulu","mwamkulu-mpanda.dc-katavi","mwamapuli-mpimbwe.dc-katavi",0.194444444444445
"323","mwamkulu","mwamkulu-nsimbo.dc-katavi","mwamapuli-mpimbwe.dc-katavi",0.194444444444445
"324","ntula","kashishi-mpimbwe.dc-katavi","kashaulili-mpanda.mc-katavi",0.216666666666667
"325","nyambwe","nyambwe-mpimbwe.dc-katavi","mamba-mpimbwe.dc-katavi",0.323809523809524
"326","sentaunyenya","madiru-mpimbwe.dc-katavi","majimoto-mpimbwe.dc-katavi",0.375
"327","songambele","kamsisi-mlele.dc-katavi","kashaulili-mpanda.mc-katavi",0.261904761904762
"328","ulwilaulwila","ulwilaulwila-nsimbo.dc-katavi","urwira-nsimbo.dc-katavi",0.333333333333333
"329","utende","mamba.moja-mlele.dc-katavi","mamba-mpimbwe.dc-katavi",0.166666666666667
"330","chanikanguo","chanikanguo-masasi.dc-mtwara","shangani-mtwara.mc-mtwara",0.210497835497836
"331","chanikanguocha","chanikanguo-masasi.dc-mtwara","shangani-mtwara.mc-mtwara",0.210497835497836
"332","chikukwe","chikukwe-masasi.dc-mtwara","chingungwe-tandahimba.dc-mtwara",0.216666666666667
"333","chinongwe","chinongwe-masasi.dc-mtwara","chingungwe-tandahimba.dc-mtwara",0.14537037037037
"334","chipole","chipole-masasi.dc-mtwara","chiwale-masasi.dc-mtwara",0.19047619047619
"335","chipole","mumbaka-masasi.dc-mtwara","namtumbuka-nanyamba.tc-mtwara",0.219047619047619
"336","chitandi","nangwala-newala.dc-mtwara","nanganga-masasi.dc-mtwara",0.166666666666667
"337","farm.17","nachingwea-masasi.dc-mtwara","chiwonga-newala.dc-mtwara",0.213095238095238
"338","kambi.ya.fisi","napupa-masasi.dc-mtwara","naputa-tandahimba.dc-mtwara",0.111111111111111
"339","liloya","chikukwe-masasi.dc-mtwara","chingungwe-tandahimba.dc-mtwara",0.216666666666667
"340","luchingu.a","tulindane-newala.dc-mtwara","sindano-masasi.dc-mtwara",0.243386243386243
"341","lundelunde","mumbaka-masasi.dc-mtwara","namtumbuka-nanyamba.tc-mtwara",0.219047619047619
"342","lupaso","lupaso-masasi.dc-mtwara","luagala-tandahimba.dc-mtwara",0.357142857142857
"343","machombe","machombe-masasi.dc-mtwara","mnyambe-newala.dc-mtwara",0.220238095238095
"344","mailisita","chanikanguo-masasi.dc-mtwara","shangani-mtwara.mc-mtwara",0.210497835497836
"345","makong.onda","makong.onda-masasi.dc-mtwara","makonga-newala.tc-mtwara",0.121212121212121
"346","makong.onda","makong.onda-masasi.dc-mtwara","mkonona-nanyumbu.dc-mtwara",0.121212121212121
"347","makong.onda.sindano.mnavira","makong.onda-masasi.dc-mtwara","makonga-newala.tc-mtwara",0.121212121212121
"348","makong.onda.sindano.mnavira","makong.onda-masasi.dc-mtwara","mkonona-nanyumbu.dc-mtwara",0.121212121212121
"349","masasi","chanikanguo-masasi.dc-mtwara","shangani-mtwara.mc-mtwara",0.210497835497836
"350","masasi","masasi-masasi.dc-mtwara","mpanyani-masasi.dc-mtwara",0.277777777777778
"351","masasi","masasi-masasi.dc-mtwara","maratani-nanyumbu.dc-mtwara",0.277777777777778
"352","masasi","masasi-nanyumbu.dc-mtwara","mpanyani-masasi.dc-mtwara",0.277777777777778
"353","masasi","masasi-nanyumbu.dc-mtwara","maratani-nanyumbu.dc-mtwara",0.277777777777778
"354","masasi.mjini","chipole-masasi.dc-mtwara","chiwale-masasi.dc-mtwara",0.19047619047619
"355","masasi.mjini","napupa-masasi.dc-mtwara","naputa-tandahimba.dc-mtwara",0.111111111111111
"356","matawale","matawale-masasi.dc-mtwara","mbawala-mtwara.dc-mtwara",0.242063492063492
"357","mbagalambuyuni","kata.mkonona-nanyumbu.dc-mtwara","likokona-nanyumbu.dc-mtwara",0.305555555555556
"358","mbagalambuyuni","kata.mkonona-nanyumbu.dc-mtwara","mkonona-nanyumbu.dc-mtwara",0.305555555555556
"359","mbangala","lupaso-masasi.dc-mtwara","luagala-tandahimba.dc-mtwara",0.357142857142857
"360","mbuyu.kwa.mbuyu","mbuyu.kwa.mbuyu-nanyumbu.dc-mtwara","mbuyuni-masasi.dc-mtwara",0.317460317460318
"361","mchauru","makong.onda-masasi.dc-mtwara","makonga-newala.tc-mtwara",0.121212121212121
"362","mchauru","makong.onda-masasi.dc-mtwara","mkonona-nanyumbu.dc-mtwara",0.121212121212121
"363","meta","meta-newala.dc-mtwara","mwena-masasi.dc-mtwara",0.216666666666667
"364","meta","meta-newala.dc-mtwara","miuta-tandahimba.dc-mtwara",0.216666666666667
"365","meta","newala-newala.dc-mtwara","nitekela-nanyamba.tc-mtwara",0.277777777777778
"366","mikumbi","mikumbi-newala.dc-mtwara","mkuti-masasi.tc-mtwara",0.20952380952381
"367","milunda","milunda-masasi.dc-mtwara","miuta-tandahimba.dc-mtwara",0.20952380952381
"368","milundelunde","mumbaka-masasi.dc-mtwara","namtumbuka-nanyamba.tc-mtwara",0.219047619047619
"369","mitesa","mitesa-masasi.dc-mtwara","miuta-tandahimba.dc-mtwara",0.177777777777778
"370","mkalenda","mkalenda-newala.dc-mtwara","namalenga-masasi.dc-mtwara",0.25
"371","mkudumba","newala-newala.dc-mtwara","nitekela-nanyamba.tc-mtwara",0.277777777777778
"372","mkundi","majembe-masasi.dc-mtwara","mnyambe-newala.dc-mtwara",0.19047619047619
"373","mkwaya","makong.onda-masasi.dc-mtwara","makonga-newala.tc-mtwara",0.121212121212121
"374","mkwaya","makong.onda-masasi.dc-mtwara","mkonona-nanyumbu.dc-mtwara",0.121212121212121
"375","mumbaka","mumbaka-masasi.dc-mtwara","namtumbuka-nanyamba.tc-mtwara",0.219047619047619
"376","mumbulu","nangoo-masasi.dc-mtwara","nangomba-nanyumbu.dc-mtwara",0.180555555555556
"377","mwanangwa","mwanangwa-masasi.dc-mtwara","namalenga-masasi.dc-mtwara",0.195767195767196
"378","nairombo","nairombo-masasi.dc-mtwara","kiromba-nanyamba.tc-mtwara",0.220238095238095
"379","nakarara","makong.onda-masasi.dc-mtwara","makonga-newala.tc-mtwara",0.121212121212121
"380","nakarara","makong.onda-masasi.dc-mtwara","mkonona-nanyumbu.dc-mtwara",0.121212121212121
"381","nakarara","nakarara-masasi.dc-mtwara","nakahako-newala.dc-mtwara",0.25
"382","nambunda","mijejele-masasi.dc-mtwara","michenjele-tandahimba.dc-mtwara",0.189285714285714
"383","nambunda","mijelejele-masasi.dc-mtwara","mdimba.mpelempele-newala.dc-mtwara",0.243137254901961
"384","nangoo","nangoo-masasi.dc-mtwara","nangomba-nanyumbu.dc-mtwara",0.180555555555556
"385","nangwala","nangwala-newala.dc-mtwara","nanganga-masasi.dc-mtwara",0.166666666666667
"386","napupa","napupa-masasi.dc-mtwara","naputa-tandahimba.dc-mtwara",0.111111111111111
"387","ndibwa","ndibwa-masasi.dc-mtwara","madimba-mtwara.dc-mtwara",0.253968253968254
"388","ndibwa","ndibwa-masasi.dc-mtwara","dihimba-mtwara.dc-mtwara",0.253968253968254
"389","ndibwa","ndibwa-masasi.dc-mtwara","ndumbwe-mtwara.dc-mtwara",0.253968253968254
"390","newala","newala-masasi.dc-mtwara","nitekela-nanyamba.tc-mtwara",0.277777777777778
"391","newala","newala-newala.dc-mtwara","nitekela-nanyamba.tc-mtwara",0.277777777777778
"392","tulindane","tulindane-newala.dc-mtwara","sindano-masasi.dc-mtwara",0.243386243386243
"393","tupendane","tulindane-newala.dc-mtwara","sindano-masasi.dc-mtwara",0.243386243386243
"394","upanga","silabu-masasi.dc-mtwara","naumbu-mtwara.dc-mtwara",0.333333333333333
"395","upanga","silabu-masasi.dc-mtwara","sululu-masasi.tc-mtwara",0.333333333333333
"396","uwanja.fisi","napupa-masasi.dc-mtwara","naputa-tandahimba.dc-mtwara",0.111111111111111
"397","uwanja.wa.fisi","napupa-masasi.dc-mtwara","naputa-tandahimba.dc-mtwara",0.111111111111111
"398","uwanja.wa.fisi","wapiwapi-masasi.dc-mtwara","railway-mtwara.mc-mtwara",0.30952380952381
"399","wapiwapi","napupa-masasi.dc-mtwara","naputa-tandahimba.dc-mtwara",0.111111111111111
"400","wapiwapi","silabu-masasi.dc-mtwara","naumbu-mtwara.dc-mtwara",0.333333333333333
"401","wapiwapi","silabu-masasi.dc-mtwara","sululu-masasi.tc-mtwara",0.333333333333333
"402","chapwa","chapwa-mbozi.dc-songwe","vwawa-mbozi.dc-songwe",0.3
"403","chilulumo","mkomba-momba.dc-songwe","itumba-ileje.dc-songwe",0.333333333333333
"404","chilulumo","mkomba-momba.dc-songwe","igamba-mbozi.dc-songwe",0.333333333333333
"405","faranji","igava-momba.dc-songwe","igamba-mbozi.dc-songwe",0.177777777777778
"406","halaka","hezia-mbozi.dc-songwe","saza-songwe.dc-songwe",0.366666666666667
"407","halaka","hezia-mbozi.dc-songwe","msia-mbozi.dc-songwe",0.366666666666667
"408","hatete","hatete-mbozi.dc-songwe","chitete-ileje.dc-songwe",0.150793650793651
"409","hatete","hatete-mbozi.dc-songwe","chitete-momba.dc-songwe",0.150793650793651
"410","idiwili","idiwili-mbozi.dc-songwe","chiwezi-momba.dc-songwe",0.380952380952381
"411","idiwili","itiwili-mbozi.dc-songwe","itale-ileje.dc-songwe",0.323809523809524
"412","ilengo","mkomba-momba.dc-songwe","itumba-ileje.dc-songwe",0.333333333333333
"413","ilengo","mkomba-momba.dc-songwe","igamba-mbozi.dc-songwe",0.333333333333333
"414","ilomba","idiwili-mbozi.dc-songwe","chiwezi-momba.dc-songwe",0.380952380952381
"415","imalilosongwe","imalilosongwe-songwe.dc-songwe","mlowo-mbozi.dc-songwe",0.297435897435897
"416","isanzu","manda-momba.dc-songwe","ihanda-mbozi.dc-songwe",0.177777777777778
"417","isanzu","manda-momba.dc-songwe","ruanda-mbozi.dc-songwe",0.177777777777778
"418","isazya","mkomba-momba.dc-songwe","itumba-ileje.dc-songwe",0.333333333333333
"419","isazya","mkomba-momba.dc-songwe","igamba-mbozi.dc-songwe",0.333333333333333
"420","kinzoka","kinzoka-songwe.dc-songwe","nzoka-momba.dc-songwe",0.0952380952380952
"421","mbao","mbao-momba.dc-songwe","mbangala-songwe.dc-songwe",0.291666666666667
"422","mbao","mkomba-momba.dc-songwe","itumba-ileje.dc-songwe",0.333333333333333
"423","mbao","mkomba-momba.dc-songwe","igamba-mbozi.dc-songwe",0.333333333333333
"424","mbao","ntungwa-momba.dc-songwe","ipunga-mbozi.dc-songwe",0.253968253968254
"425","mbao","ntungwa-momba.dc-songwe","myunga-momba.dc-songwe",0.253968253968254
"426","mkomba","mkomba-momba.dc-songwe","itumba-ileje.dc-songwe",0.333333333333333
"427","mkomba","mkomba-momba.dc-songwe","igamba-mbozi.dc-songwe",0.333333333333333
"428","mpemba.tunduma","mpemba-momba.dc-songwe","mbebe-ileje.dc-songwe",0.3
"429","mpemba.tunduma","mpemba-momba.dc-songwe","mpapa-momba.dc-songwe",0.3
"430","mweniemba","mkuru-momba.dc-songwe","mkulwe-momba.dc-songwe",0.3
"431","ntungwa","mbao-momba.dc-songwe","mbangala-songwe.dc-songwe",0.291666666666667
"432","ntungwa","mkomba-momba.dc-songwe","itumba-ileje.dc-songwe",0.333333333333333
"433","ntungwa","mkomba-momba.dc-songwe","igamba-mbozi.dc-songwe",0.333333333333333
"434","ntungwa","mkuu-momba.dc-songwe","mkulwe-momba.dc-songwe",0.25
"435","sante","mkomba-momba.dc-songwe","itumba-ileje.dc-songwe",0.333333333333333
"436","sante","mkomba-momba.dc-songwe","igamba-mbozi.dc-songwe",0.333333333333333
"437","songwe","ukululu-mbozi.dc-songwe","ngulugulu-ileje.dc-songwe",0.214285714285714
"438","tunduma","mwaka-momba.dc-songwe","mwambani-songwe.dc-songwe",0.233333333333333
"439","tunduma","sogea-songwe.dc-songwe","sange-ileje.dc-songwe",0.266666666666667
"440","tunduma","tunduma-momba.dc-songwe","tunduma-tunduma.dc-songwe",0
"441","ululu","idiwili-mbozi.dc-songwe","chiwezi-momba.dc-songwe",0.380952380952381
"442","urulu","idiwili-mbozi.dc-songwe","chiwezi-momba.dc-songwe",0.380952380952381
"443","chilulumo","chilulumo-mbeya.dc-mbeya","ilungu-mbeya.dc-mbeya",0.296296296296296
"444","chunya.mjini","chunya.mjini-chunya.dc-mbeya","iyunga.mapinduzi-mbeya.dc-mbeya",0.284722222222222
"445","fitumbi","magunga-chunya.dc-mbeya","maanga-mbeya.mc-mbeya",0.217460317460317
"446","igangwe","nkung.ungu-chunya.dc-mbeya","nkunga-rungwe.dc-mbeya",0.222222222222222
"447","iheha","mad-mbarali.dc-mbeya","madibira-mbarali.dc-mbeya",0.208333333333333
"448","isangawana","isangawana-chunya.dc-mbeya","isanga-mbeya.mc-mbeya",0.133333333333333
"449","itimaa","ngwala-chunya.dc-mbeya","ngana-kyela.dc-mbeya",0.177777777777778
"450","kabisile","nkung.ungu-chunya.dc-mbeya","nkunga-rungwe.dc-mbeya",0.222222222222222
"451","kangaga","chang.ombe.mawindi-mbarali.dc-mbeya","ihango-mbeya.dc-mbeya",0.296296296296296
"452","kasisi","upendo-chunya.dc-mbeya","maendeleo-mbeya.dc-mbeya",0.296296296296296
"453","kasisi","upendo-chunya.dc-mbeya","maendeleo-mbeya.mc-mbeya",0.296296296296296
"454","kiji","igangwe-chunya.dc-mbeya","isange-busokelo.dc-mbeya",0.150793650793651
"455","kinyampuma","nkung.ungu-chunya.dc-mbeya","nkunga-rungwe.dc-mbeya",0.222222222222222
"456","magunga","nkung.ungu-chunya.dc-mbeya","nkunga-rungwe.dc-mbeya",0.222222222222222
"457","majengo","nkung.ungu-chunya.dc-mbeya","nkunga-rungwe.dc-mbeya",0.222222222222222
"458","majengo","upendo-chunya.dc-mbeya","maendeleo-mbeya.dc-mbeya",0.296296296296296
"459","majengo","upendo-chunya.dc-mbeya","maendeleo-mbeya.mc-mbeya",0.296296296296296
"460","malangali","upendo-chunya.dc-mbeya","maendeleo-mbeya.dc-mbeya",0.296296296296296
"461","malangali","upendo-chunya.dc-mbeya","maendeleo-mbeya.mc-mbeya",0.296296296296296
"462","mbeya","mbeya-mbeya.dc-mbeya","mwaya-kyela.dc-mbeya",0.266666666666667
"463","mbeya.mjini","mbeya.mjini-mbeya.dc-mbeya","mabatini-mbeya.mc-mbeya",0.29040404040404
"464","mwanzo.mgumu","nkung.ungu-chunya.dc-mbeya","nkunga-rungwe.dc-mbeya",0.222222222222222
"465","mwiji","mwiji-chunya.dc-mbeya","iwiji-mbeya.dc-mbeya",0.133333333333333
"466","nandangala","nandagala-rungwe.dc-mbeya","nsalaga-mbeya.mc-mbeya",0.243386243386243
"467","ngalaiwa","nkungu.ngu-chunya.dc-mbeya","nkunga-rungwe.dc-mbeya",0.222222222222222
"468","ngalaiwe","igangwe-chunya.dc-mbeya","isange-busokelo.dc-mbeya",0.150793650793651
"469","ngalaiwe","ngalaiwe-chunya.dc-mbeya","igale-mbeya.dc-mbeya",0.233333333333333
"470","ngalaiwe","ngalaiwe-chunya.dc-mbeya","ngana-kyela.dc-mbeya",0.233333333333333
"471","ngalaiwe","nkung.ungu-chunya.dc-mbeya","nkunga-rungwe.dc-mbeya",0.222222222222222
"472","nkung.ungu","nkung.ungu-chunya.dc-mbeya","nkunga-rungwe.dc-mbeya",0.222222222222222
"473","nkwavii","isangawana-chunya.dc-mbeya","isanga-mbeya.mc-mbeya",0.133333333333333
"474","ukombozi","nkung.ungu-chunya.dc-mbeya","nkunga-rungwe.dc-mbeya",0.222222222222222
"475","ukwangu","upendo-chunya.dc-mbeya","maendeleo-mbeya.dc-mbeya",0.296296296296296
"476","ukwangu","upendo-chunya.dc-mbeya","maendeleo-mbeya.mc-mbeya",0.296296296296296
"477","upendo","upendo-chunya.dc-mbeya","maendeleo-mbeya.dc-mbeya",0.296296296296296
"478","upendo","upendo-chunya.dc-mbeya","maendeleo-mbeya.mc-mbeya",0.296296296296296
"479","ushirika","mahango-mbarali.dc-mbeya","maanga-mbeya.mc-mbeya",0.150793650793651
"480","chonga","myula-nkasi.dc-rukwa","milepa-sumbawanga.dc-rukwa",0.3
"481","ikizi","ikizi-nkasi.dc-rukwa","kipili-nkasi.dc-rukwa",0.261111111111111
"482","ilambo","kilangawqna-sumbawanga.dc-rukwa","kasanga-kalambo.dc-rukwa",0.282467532467533
"483","ilambo","kilyamatundu-sumbawanga.dc-rukwa","kipande-nkasi.dc-rukwa",0.28968253968254
"484","ilambo","kilyamatundu-sumbawanga.dc-rukwa","kirando-nkasi.dc-rukwa",0.28968253968254
"485","ilambo","kolangawana-sumbawanga.dc-rukwa","kasanga-kalambo.dc-rukwa",0.282467532467533
"486","ilangawana","ilangawana-sumbawanga.dc-rukwa","miangalua-sumbawanga.dc-rukwa",0.244444444444444
"487","isale","kakoma-nkasi.dc-rukwa","kala-nkasi.dc-rukwa",0.25
"488","itindi","paramawe-nkasi.dc-rukwa","kalambanzite-sumbawanga.dc-rukwa",0.319444444444444
"489","itindi","swahila-nkasi.dc-rukwa","chala-nkasi.dc-rukwa",0.292857142857143
"490","ivuna","momba-sumbawanga.dc-rukwa","mwimbi-kalambo.dc-rukwa",0.3
"491","ivuna","momba-sumbawanga.dc-rukwa","ilemba-sumbawanga.dc-rukwa",0.3
"492","kakoma","kipundu-nkasi.dc-rukwa","kipande-nkasi.dc-rukwa",0.19047619047619
"493","kalimbaleza","kalumbaleza-sumbawanga.dc-rukwa","kala-nkasi.dc-rukwa",0.212121212121212
"494","kalumbaleza","kalimbaleza-sumbawanga.dc-rukwa","kala-nkasi.dc-rukwa",0.212121212121212
"495","kalundi","kalundi-nkasi.dc-rukwa","mkali-kalambo.dc-rukwa",0.20952380952381
"496","kamsabwa","kamsabwa-sumbawanga.dc-rukwa","kasanga-kalambo.dc-rukwa",0.220238095238095
"497","kamsamba","kamsamba-sumbawanga.dc-rukwa","kasanga-kalambo.dc-rukwa",0.220238095238095
"498","kanindi","majimoto-sumbawanga.dc-rukwa","majengo-sumbawanga.mc-rukwa",0.30952380952381
"499","katumbila","katumbila-nkasi.dc-rukwa","kisumba-kalambo.dc-rukwa",0.243386243386243
"500","katumbila","katumbila-nkasi.dc-rukwa","mkwamba-nkasi.dc-rukwa",0.243386243386243
"501","kilangawana","iilangawqna-sumbawanga.dc-rukwa","miangalua-sumbawanga.dc-rukwa",0.314333814333814
"502","kilangawana","kilangawana-sumbawanga.dc-rukwa","kasanga-kalambo.dc-rukwa",0.282467532467533
"503","kilyamatundu","kilyamatundu-sumbawanga.dc-rukwa","kipande-nkasi.dc-rukwa",0.28968253968254
"504","kilyamatundu","kilyamatundu-sumbawanga.dc-rukwa","kirando-nkasi.dc-rukwa",0.28968253968254
"505","lunyala","majengo-nkasi.dc-rukwa","majengo-sumbawanga.mc-rukwa",0
"506","maleza","kate-sumbawanga.dc-rukwa","kate-nkasi.dc-rukwa",0
"507","maleza","kilangawana-sumbawanga.dc-rukwa","kasanga-kalambo.dc-rukwa",0.282467532467533
"508","maleza","maleza-sumbawanga.dc-rukwa","milepa-sumbawanga.dc-rukwa",0.222222222222222
"509","mashete","mashete-nkasi.dc-rukwa","katete-kalambo.dc-rukwa",0.253968253968254
"510","mashete","mashetw-nkasi.dc-rukwa","mwazye-kalambo.dc-rukwa",0.357142857142857
"511","mashete","mashetw-nkasi.dc-rukwa","katete-kalambo.dc-rukwa",0.357142857142857
"512","miula","miula-nkasi.dc-rukwa","milepa-sumbawanga.dc-rukwa",0.177777777777778
"513","mkole","mkole-nkasi.dc-rukwa","mkowe-kalambo.dc-rukwa",0.133333333333333
"514","mmbwendi","mkangale-nkasi.dc-rukwa","miangalua-sumbawanga.dc-rukwa",0.194444444444445
"515","mnazi","kalumbaleza-sumbawanga.dc-rukwa","kala-nkasi.dc-rukwa",0.212121212121212
"516","mpete","mwadui-sumbawanga.dc-rukwa","mpui-sumbawanga.dc-rukwa",0.25
"517","mria","kalumbaleza-sumbawanga.dc-rukwa","kala-nkasi.dc-rukwa",0.212121212121212
"518","mtapenda","kilangawana-sumbawanga.dc-rukwa","kasanga-kalambo.dc-rukwa",0.282467532467533
"519","mwamkulu","mwamkulu-nkasi.dc-rukwa","mkali-kalambo.dc-rukwa",0.316666666666667
"520","myula","myula-nkasi.dc-rukwa","milepa-sumbawanga.dc-rukwa",0.3
"521","namanyere","isunta-nkasi.dc-rukwa","sintali-nkasi.dc-rukwa",0.217460317460317
"522","ntalamila","intamila-sumbawanga.dc-rukwa","sintali-nkasi.dc-rukwa",0.186507936507937
"523","ntalamila","ivuna-nkasi.dc-rukwa","mfinga-sumbawanga.dc-rukwa",0.3
"524","ntatumbila","ntatumbila-nkasi.dc-rukwa","mnamba-kalambo.dc-rukwa",0.222222222222222
"525","ntuchi","ntuchi-nkasi.dc-rukwa","sintali-nkasi.dc-rukwa",0.357142857142857
"526","ntuchi","tuchi-nkasi.dc-rukwa","chanji-sumbawanga.mc-rukwa",0.3
"527","paramawe","paramawe-nkasi.dc-rukwa","kalambanzite-sumbawanga.dc-rukwa",0.319444444444444
"528","sumabwanga","sumabwanga-sumbawanga.dc-rukwa","old.sumbawanga-sumbawanga.mc-rukwa",0.128571428571429
"529","sumbawanga","kantalamba-sumbawanga.dc-rukwa","katandala-sumbawanga.mc-rukwa",0.20787037037037
"530","sumbawanga","maswi-sumbawanga.dc-rukwa","mazwi-sumbawanga.mc-rukwa",0.133333333333333
"531","tatumbila","tatumbila-nkasi.dc-rukwa","mnamba-kalambo.dc-rukwa",0.296296296296296
"532","dar.es.salaam","dar.es.salaam-dar.es.salaam-dar.es.salaam","sandali-temeke.mc-dar.es.salaam",0.367032967032967
"533","tegeta","tegeta-kinondoni.mc-dar.es.salaam","segerea-ilala.mc-dar.es.salaam",0.253968253968254
"534","gohe","gohee-kilindi.dc-tanga","hemtoye-lushoto.dc-tanga",0.323809523809524
"535","gohe","gohee-kilindi.dc-tanga","ngomeni-muheza.dc-tanga",0.323809523809524
