"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","If yes, out of all the species that you sell, which species do you sell the most? (see mrktc_lkpothrspecies)","Unique Row Identifier (UUID)"
"1148870","1","1","1","37a13bfc-dc0e-11ec-9416-9440c9ab47f0"
"1148877","1","1","1","37be41c4-dc0e-11ec-9416-9440c9ab47f0"
"1150169","1","1","1","9fb30b59-dc14-11ec-9416-9440c9ab47f0"
"1150198","1","1","1","94c1264b-dc14-11ec-9416-9440c9ab47f0"
"1150199","1","1","1","a10ed2a0-dc14-11ec-9416-9440c9ab47f0"
"1150200","1","1","1","955dd50b-dc14-11ec-9416-9440c9ab47f0"
"1150201","1","1","1","9c69fc01-dc14-11ec-9416-9440c9ab47f0"
"1150210","1","1","1","9b28719e-dc14-11ec-9416-9440c9ab47f0"
"1150212","1","1","1","9b07610d-dc14-11ec-9416-9440c9ab47f0"
"1150214","1","1","5","9b75a6da-dc14-11ec-9416-9440c9ab47f0"
"1150218","1","1","1","92438b05-dc14-11ec-9416-9440c9ab47f0"
"1150219","1","1","1","926228f3-dc14-11ec-9416-9440c9ab47f0"
"1150495","1","1","1","67b205ed-dc08-11ec-9416-9440c9ab47f0"
"1150531","1","1","1","732bfa56-dc08-11ec-9416-9440c9ab47f0"
"1150533","1","1","1","71a4faf7-dc08-11ec-9416-9440c9ab47f0"
"1150534","1","1","1","73ed78c9-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","1","1","6ca8ed96-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","1","3","6ca8fd9e-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","1","4","6ca921fc-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","1","5","6ca90cbf-dc08-11ec-9416-9440c9ab47f0"
"1150724","1","1","4","70865c8d-dc08-11ec-9416-9440c9ab47f0"
"1151036","1","1","1","69d76551-dc08-11ec-9416-9440c9ab47f0"
"1151105","1","1","1","77874b1d-dc08-11ec-9416-9440c9ab47f0"
"1151105","1","1","4","77875d0b-dc08-11ec-9416-9440c9ab47f0"
"1151106","1","1","1","692d0c3f-dc08-11ec-9416-9440c9ab47f0"
"1151106","1","1","4","692d2b49-dc08-11ec-9416-9440c9ab47f0"
"1151113","1","1","1","71bffed9-dc08-11ec-9416-9440c9ab47f0"
"1151643","1","1","1","930d38fd-dc14-11ec-9416-9440c9ab47f0"
"1151674","1","1","1","773ca9f2-dc08-11ec-9416-9440c9ab47f0"
"1151678","1","1","1","77e693f2-dc08-11ec-9416-9440c9ab47f0"
"1151689","1","1","1","6abb18f1-dc08-11ec-9416-9440c9ab47f0"
"1151693","1","1","4","747cedd9-dc08-11ec-9416-9440c9ab47f0"
"1151720","1","1","1","9d3c5f4f-dc14-11ec-9416-9440c9ab47f0"
"1151740","1","1","1","96ed55d6-dc14-11ec-9416-9440c9ab47f0"
"1151743","1","1","1","9dc9c968-dc14-11ec-9416-9440c9ab47f0"
"1151744","1","1","1","93fe0ec1-dc14-11ec-9416-9440c9ab47f0"
"1151745","1","1","1","999232f1-dc14-11ec-9416-9440c9ab47f0"
"1151748","1","1","1","9cbc979a-dc14-11ec-9416-9440c9ab47f0"
"1151749","1","1","1","91198e8e-dc14-11ec-9416-9440c9ab47f0"
"1151750","1","1","1","9e09273c-dc14-11ec-9416-9440c9ab47f0"
"1151751","1","1","1","94188a05-dc14-11ec-9416-9440c9ab47f0"
"1151757","1","1","1","9512bf40-dc14-11ec-9416-9440c9ab47f0"
"1151758","1","1","1","9fb72051-dc14-11ec-9416-9440c9ab47f0"
"1151768","1","1","1","97b40998-dc14-11ec-9416-9440c9ab47f0"
"1151770","1","1","1","9ce6f141-dc14-11ec-9416-9440c9ab47f0"
"1151773","1","1","1","967688bd-dc14-11ec-9416-9440c9ab47f0"
"1151788","1","1","1","6849cbcd-dc08-11ec-9416-9440c9ab47f0"
"1151790","1","1","1","6ff96b9f-dc08-11ec-9416-9440c9ab47f0"
"1151792","1","1","1","6a0bce92-dc08-11ec-9416-9440c9ab47f0"
"1151797","1","1","1","6b3bd25c-dc08-11ec-9416-9440c9ab47f0"
"1151803","1","1","1","6dbbb9e0-dc08-11ec-9416-9440c9ab47f0"
"1152333","1","1","1","74f74a8f-dc08-11ec-9416-9440c9ab47f0"
"1152333","1","1","4","74f75943-dc08-11ec-9416-9440c9ab47f0"
"1152381","1","1","1","77027147-dc08-11ec-9416-9440c9ab47f0"
"1152387","1","1","1","713384e4-dc08-11ec-9416-9440c9ab47f0"
"1152393","1","1","1","2d76ddcd-dc16-11ec-9416-9440c9ab47f0"
"1152396","1","1","1","2b26864d-dc16-11ec-9416-9440c9ab47f0"
"1152399","1","1","1","26c0ff9b-dc16-11ec-9416-9440c9ab47f0"
"1152426","1","1","-66","71ff42c3-dc08-11ec-9416-9440c9ab47f0"
"1152516","1","1","1","745de3bd-dc08-11ec-9416-9440c9ab47f0"
"1152518","1","1","1","6ff14aeb-dc08-11ec-9416-9440c9ab47f0"
"1152520","1","1","1","7453932c-dc08-11ec-9416-9440c9ab47f0"
"1152521","1","1","1","683b588c-dc08-11ec-9416-9440c9ab47f0"
"1152523","1","1","1","734d61b1-dc08-11ec-9416-9440c9ab47f0"
"1152534","1","1","1","6d562c68-dc08-11ec-9416-9440c9ab47f0"
"1152534","1","1","4","6d563ab6-dc08-11ec-9416-9440c9ab47f0"
"1152535","1","1","1","67cf8900-dc08-11ec-9416-9440c9ab47f0"
"1152536","1","1","1","73d4ec2c-dc08-11ec-9416-9440c9ab47f0"
"1152536","1","1","4","73d4f8fa-dc08-11ec-9416-9440c9ab47f0"
"1152537","1","1","1","655a248e-dc08-11ec-9416-9440c9ab47f0"
"1152545","1","1","1","68037cf4-dc08-11ec-9416-9440c9ab47f0"
"1152614","1","1","-66","698947e0-dc08-11ec-9416-9440c9ab47f0"
"1153204","1","1","1","b9f1affc-dc6d-11ec-9416-9440c9ab47f0"
"1153227","1","1","1","c5911fcb-dc6d-11ec-9416-9440c9ab47f0"
"1153229","1","1","1","c04be6d5-dc6d-11ec-9416-9440c9ab47f0"
"1153230","1","1","1","bcd2cf97-dc6d-11ec-9416-9440c9ab47f0"
"1153297","1","1","1","b8b43fff-dc6d-11ec-9416-9440c9ab47f0"
"1153321","1","1","1","bd132715-dc6d-11ec-9416-9440c9ab47f0"
"1153321","1","1","4","bd13830d-dc6d-11ec-9416-9440c9ab47f0"
"1153322","1","1","1","c2e2bf95-dc6d-11ec-9416-9440c9ab47f0"
"1153323","1","1","1","c1b78c13-dc6d-11ec-9416-9440c9ab47f0"
"1153324","1","1","1","c09fbe46-dc6d-11ec-9416-9440c9ab47f0"
"1153324","1","1","4","c09fce7a-dc6d-11ec-9416-9440c9ab47f0"
"1153327","1","1","1","c0df5bb3-dc6d-11ec-9416-9440c9ab47f0"
"1153350","1","1","1","c1da2724-dc6d-11ec-9416-9440c9ab47f0"
"1153353","1","1","1","b640626d-dc6d-11ec-9416-9440c9ab47f0"
"1153353","1","1","4","b6401b53-dc6d-11ec-9416-9440c9ab47f0"
"1153354","1","1","1","b86fa4ae-dc6d-11ec-9416-9440c9ab47f0"
"1153355","1","1","4","b6bdc50d-dc6d-11ec-9416-9440c9ab47f0"
"1153356","1","1","1","bb67e0c7-dc6d-11ec-9416-9440c9ab47f0"
"1153356","1","1","4","bb67ec5a-dc6d-11ec-9416-9440c9ab47f0"
"1153379","1","1","1","c2603a99-dc6d-11ec-9416-9440c9ab47f0"
"1153381","1","1","1","c30cff75-dc6d-11ec-9416-9440c9ab47f0"
"1153384","1","1","1","bb9b5b44-dc6d-11ec-9416-9440c9ab47f0"
"1153387","1","1","1","ba8c7ec9-dc6d-11ec-9416-9440c9ab47f0"
"1153390","1","1","1","c77d6f7a-dc6d-11ec-9416-9440c9ab47f0"
"1153394","1","1","1","c23b588f-dc6d-11ec-9416-9440c9ab47f0"
"1153395","1","1","1","bb33fb2b-dc6d-11ec-9416-9440c9ab47f0"
"1153396","1","1","1","b7a3d0a1-dc6d-11ec-9416-9440c9ab47f0"
"1153497","1","1","1","e54ba02b-dd36-11ec-9416-9440c9ab47f0"
"1153500","1","1","1","efc5d19b-dd36-11ec-9416-9440c9ab47f0"
"1153502","1","1","1","e086705a-dd36-11ec-9416-9440c9ab47f0"
"1153594","1","1","1","ebf9612b-dd36-11ec-9416-9440c9ab47f0"
"1153600","1","1","1","f626dba4-dd36-11ec-9416-9440c9ab47f0"
"1153600","1","1","3","f626ed12-dd36-11ec-9416-9440c9ab47f0"
"1153600","1","1","4","f626f9d2-dd36-11ec-9416-9440c9ab47f0"
"1153710","1","1","1","ec8c7edf-dd36-11ec-9416-9440c9ab47f0"
"1153711","1","1","1","ee8846ff-dd36-11ec-9416-9440c9ab47f0"
"1153719","1","1","1","e8636b82-dd36-11ec-9416-9440c9ab47f0"
"1153720","1","1","1","f13a7b7a-dd36-11ec-9416-9440c9ab47f0"
"1153722","1","1","1","e5af3dcd-dd36-11ec-9416-9440c9ab47f0"
"1153824","1","1","4","f368fbdc-dd36-11ec-9416-9440c9ab47f0"
"1153830","1","1","4","eb4fe2dd-dd36-11ec-9416-9440c9ab47f0"
"1153832","1","1","-66","e77c7a25-dd36-11ec-9416-9440c9ab47f0"
"1153832","1","1","4","e77c6ead-dd36-11ec-9416-9440c9ab47f0"
"1153835","1","1","-66","f33bbb4f-dd36-11ec-9416-9440c9ab47f0"
"1153835","1","1","4","f33babc4-dd36-11ec-9416-9440c9ab47f0"
"1153836","1","1","4","f2a680d7-dd36-11ec-9416-9440c9ab47f0"
"1153841","1","1","4","e3ec8b93-dd36-11ec-9416-9440c9ab47f0"
"1153927","1","1","1","f39a6886-dd36-11ec-9416-9440c9ab47f0"
"1153929","1","1","1","f523977c-dd36-11ec-9416-9440c9ab47f0"
"1153938","1","1","1","e25d52e9-dd36-11ec-9416-9440c9ab47f0"
"1153940","1","1","1","e497d249-dd36-11ec-9416-9440c9ab47f0"
"1153941","1","1","1","e73cca5c-dd36-11ec-9416-9440c9ab47f0"
"1153942","1","1","1","e3d54454-dd36-11ec-9416-9440c9ab47f0"
"1153943","1","1","1","e4238ed2-dd36-11ec-9416-9440c9ab47f0"
"1153951","1","1","1","ed59b013-dd36-11ec-9416-9440c9ab47f0"
"1153952","1","1","1","e8b6a4c9-dd36-11ec-9416-9440c9ab47f0"
"1153954","1","1","1","f22eb54d-dd36-11ec-9416-9440c9ab47f0"
"1153955","1","1","1","efdd87fb-dd36-11ec-9416-9440c9ab47f0"
"1153962","1","1","1","e7c0d817-dd36-11ec-9416-9440c9ab47f0"
"1153964","1","1","4","e037d08b-dd36-11ec-9416-9440c9ab47f0"
"1153965","1","1","4","e6f034e0-dd36-11ec-9416-9440c9ab47f0"
"1153966","1","1","1","efce4531-dd36-11ec-9416-9440c9ab47f0"
"1153968","1","1","1","eb637096-dd36-11ec-9416-9440c9ab47f0"
"1153968","1","1","4","eb63816d-dd36-11ec-9416-9440c9ab47f0"
"1153970","1","1","1","f0d0194f-dd36-11ec-9416-9440c9ab47f0"
"1153971","1","1","1","e5ffb994-dd36-11ec-9416-9440c9ab47f0"
"1153971","1","1","4","e5ffc5b7-dd36-11ec-9416-9440c9ab47f0"
"1153971","1","1","5","e5ffd9d3-dd36-11ec-9416-9440c9ab47f0"
"1154058","1","1","1","e0b5549e-dd36-11ec-9416-9440c9ab47f0"
"1154074","1","1","1","eabc52fb-dd36-11ec-9416-9440c9ab47f0"
"1154074","1","1","4","eabc69be-dd36-11ec-9416-9440c9ab47f0"
"1154087","1","1","4","ee67218c-dd36-11ec-9416-9440c9ab47f0"
"1154207","1","1","1","1514c7d5-de00-11ec-9416-9440c9ab47f0"
"1154221","1","1","1","1fa05372-de00-11ec-9416-9440c9ab47f0"
"1154288","1","1","1","1e2ee29e-de00-11ec-9416-9440c9ab47f0"
"1154386","1","1","1","0f5403f2-de00-11ec-9416-9440c9ab47f0"
"1154396","1","1","1","1a90b708-de00-11ec-9416-9440c9ab47f0"
"1154399","1","1","1","0c3cd6e0-de00-11ec-9416-9440c9ab47f0"
"1154400","1","1","1","0a788dc7-de00-11ec-9416-9440c9ab47f0"
"1154430","1","1","1","22737e96-de00-11ec-9416-9440c9ab47f0"
"1154430","1","1","4","22738b0b-de00-11ec-9416-9440c9ab47f0"
"1154431","1","1","-66","0aec326c-de00-11ec-9416-9440c9ab47f0"
"1154431","1","1","1","0aec03bc-de00-11ec-9416-9440c9ab47f0"
"1154431","1","1","4","0aec2603-de00-11ec-9416-9440c9ab47f0"
"1154431","1","1","5","0aec3e98-de00-11ec-9416-9440c9ab47f0"
"1154432","1","1","-66","0f5963c2-de00-11ec-9416-9440c9ab47f0"
"1154432","1","1","1","0f58cee9-de00-11ec-9416-9440c9ab47f0"
"1154432","1","1","4","0f58f969-de00-11ec-9416-9440c9ab47f0"
"1154433","1","1","1","127dea86-de00-11ec-9416-9440c9ab47f0"
"1154433","1","1","4","127e499f-de00-11ec-9416-9440c9ab47f0"
"1154434","1","1","1","0f106819-de00-11ec-9416-9440c9ab47f0"
"1154434","1","1","4","0f10778a-de00-11ec-9416-9440c9ab47f0"
"1154435","1","1","1","0e6d5c9c-de00-11ec-9416-9440c9ab47f0"
"1154436","1","1","1","172892ab-de00-11ec-9416-9440c9ab47f0"
"1154437","1","1","1","13770bc0-de00-11ec-9416-9440c9ab47f0"
"1154438","1","1","1","210b91c7-de00-11ec-9416-9440c9ab47f0"
"1154439","1","1","1","1fbab443-de00-11ec-9416-9440c9ab47f0"
"1154714","1","1","1","47b552a4-dec9-11ec-9416-9440c9ab47f0"
"1154714","1","1","4","47b56180-dec9-11ec-9416-9440c9ab47f0"
"1154715","1","1","1","3f9c7dc1-dec9-11ec-9416-9440c9ab47f0"
"1154748","1","1","1","4eea46f3-dec9-11ec-9416-9440c9ab47f0"
"1154782","1","1","1","3e8b664f-dec9-11ec-9416-9440c9ab47f0"
"1154789","1","1","1","40bb8a3d-dec9-11ec-9416-9440c9ab47f0"
"1154790","1","1","1","3ce1c54c-dec9-11ec-9416-9440c9ab47f0"
"1154791","1","1","1","3b345755-dec9-11ec-9416-9440c9ab47f0"
"1154792","1","1","1","3f6022b1-dec9-11ec-9416-9440c9ab47f0"
"1154793","1","1","1","4f38c597-dec9-11ec-9416-9440c9ab47f0"
"1154794","1","1","1","40905519-dec9-11ec-9416-9440c9ab47f0"
"1154794","1","1","4","40906298-dec9-11ec-9416-9440c9ab47f0"
"1154795","1","1","1","40740cc4-dec9-11ec-9416-9440c9ab47f0"
"1154795","1","1","4","40741acd-dec9-11ec-9416-9440c9ab47f0"
"1154800","1","1","1","4709afb9-dec9-11ec-9416-9440c9ab47f0"
"1154817","1","1","1","399ed38c-dec9-11ec-9416-9440c9ab47f0"
"1154860","1","1","1","4c08ccc0-dec9-11ec-9416-9440c9ab47f0"
"1154860","1","1","3","4c08dd85-dec9-11ec-9416-9440c9ab47f0"
"1154868","1","1","1","4f417dcd-dec9-11ec-9416-9440c9ab47f0"
"1154869","1","1","1","501bfab8-dec9-11ec-9416-9440c9ab47f0"
"1154869","1","1","4","501c0777-dec9-11ec-9416-9440c9ab47f0"
"1154870","1","1","1","3e0fbbe0-dec9-11ec-9416-9440c9ab47f0"
"1154871","1","1","1","50a9fde4-dec9-11ec-9416-9440c9ab47f0"
"1154872","1","1","1","49e82d9e-dec9-11ec-9416-9440c9ab47f0"
"1154874","1","1","1","472f3ca0-dec9-11ec-9416-9440c9ab47f0"
"1154877","1","1","1","372959eb-dec9-11ec-9416-9440c9ab47f0"
"1154877","1","1","5","37296943-dec9-11ec-9416-9440c9ab47f0"
"1154889","1","1","1","35967cfb-dec9-11ec-9416-9440c9ab47f0"
"1154907","1","1","1","50084abf-dec9-11ec-9416-9440c9ab47f0"
"1154915","1","1","1","379a6cb9-dec9-11ec-9416-9440c9ab47f0"
"1154915","1","1","5","379a91e6-dec9-11ec-9416-9440c9ab47f0"
"1154925","1","1","1","40a2e320-dec9-11ec-9416-9440c9ab47f0"
"1154926","1","1","1","4ad49a9f-dec9-11ec-9416-9440c9ab47f0"
"1154927","1","1","1","4373794c-dec9-11ec-9416-9440c9ab47f0"
"1154929","1","1","4","461cdc30-dec9-11ec-9416-9440c9ab47f0"
"1154931","1","1","1","37b5f4cd-dec9-11ec-9416-9440c9ab47f0"
"1154932","1","1","1","40c713e3-dec9-11ec-9416-9440c9ab47f0"
"1155045","1","1","1","76927193-df92-11ec-9416-9440c9ab47f0"
"1155175","1","1","1","766de849-df92-11ec-9416-9440c9ab47f0"
"1155279","1","1","1","7380ebe0-df92-11ec-9416-9440c9ab47f0"
"1155282","1","1","1","69febdbe-df92-11ec-9416-9440c9ab47f0"
"1155291","1","1","1","798ddd0c-df92-11ec-9416-9440c9ab47f0"
"1155301","1","1","1","76a8a331-df92-11ec-9416-9440c9ab47f0"
"1155312","1","1","1","74904cc4-df92-11ec-9416-9440c9ab47f0"
"1155313","1","1","1","6da3ea5f-df92-11ec-9416-9440c9ab47f0"
"1155314","1","1","1","638a4d99-df92-11ec-9416-9440c9ab47f0"
"1155314","1","1","4","638a8019-df92-11ec-9416-9440c9ab47f0"
"1155315","1","1","1","68c10538-df92-11ec-9416-9440c9ab47f0"
"1155316","1","1","1","7923b5bc-df92-11ec-9416-9440c9ab47f0"
"1155316","1","1","4","7923f86e-df92-11ec-9416-9440c9ab47f0"
"1155317","1","1","1","610c3eb6-df92-11ec-9416-9440c9ab47f0"
"1155317","1","1","4","610c4d32-df92-11ec-9416-9440c9ab47f0"
"1155317","1","1","5","610c5c51-df92-11ec-9416-9440c9ab47f0"
"1155318","1","1","1","6e00cd66-df92-11ec-9416-9440c9ab47f0"
"1155318","1","1","4","6e00dae9-df92-11ec-9416-9440c9ab47f0"
"1155318","1","1","5","6e00e7ec-df92-11ec-9416-9440c9ab47f0"
"1155320","1","1","1","74d85d84-df92-11ec-9416-9440c9ab47f0"
"1155321","1","1","1","78939a51-df92-11ec-9416-9440c9ab47f0"
"1155321","1","1","5","7893bf00-df92-11ec-9416-9440c9ab47f0"
"1155324","1","1","1","73dff84c-df92-11ec-9416-9440c9ab47f0"
"1155324","1","1","4","73e0191a-df92-11ec-9416-9440c9ab47f0"
"1155324","1","1","5","73e03538-df92-11ec-9416-9440c9ab47f0"
"1155325","1","1","1","766a68f7-df92-11ec-9416-9440c9ab47f0"
"1155325","1","1","4","766a74fc-df92-11ec-9416-9440c9ab47f0"
"1155326","1","1","1","6bb70eef-df92-11ec-9416-9440c9ab47f0"
"1155327","1","1","1","79f23581-df92-11ec-9416-9440c9ab47f0"
"1155328","1","1","5","64bbdc7a-df92-11ec-9416-9440c9ab47f0"
"1155329","1","1","1","747b729c-df92-11ec-9416-9440c9ab47f0"
"1155330","1","1","1","71651d43-df92-11ec-9416-9440c9ab47f0"
"1155330","1","1","5","71652ae6-df92-11ec-9416-9440c9ab47f0"
"1155331","1","1","1","6ffdc567-df92-11ec-9416-9440c9ab47f0"
"1155331","1","1","4","6ffdd164-df92-11ec-9416-9440c9ab47f0"
"1155458","1","1","1","a6406709-e05b-11ec-9416-9440c9ab47f0"
"1155482","1","1","1","9ac0b8bf-e05b-11ec-9416-9440c9ab47f0"
"1155679","1","1","1","87e8f500-e05b-11ec-9416-9440c9ab47f0"
"1155691","1","1","1","9fbdcbd9-e05b-11ec-9416-9440c9ab47f0"
"1155692","1","1","1","a161364c-e05b-11ec-9416-9440c9ab47f0"
"1155697","1","1","1","a4ba32f7-e05b-11ec-9416-9440c9ab47f0"
"1155699","1","1","1","a392b000-e05b-11ec-9416-9440c9ab47f0"
"1155704","1","1","4","96b7dad0-e05b-11ec-9416-9440c9ab47f0"
"1155705","1","1","1","849f6820-e05b-11ec-9416-9440c9ab47f0"
"1155705","1","1","4","849f784a-e05b-11ec-9416-9440c9ab47f0"
"1155724","1","1","4","a0f69b48-e05b-11ec-9416-9440c9ab47f0"
"1155728","1","1","3","86abc598-e05b-11ec-9416-9440c9ab47f0"
"1155728","1","1","4","86abd1e3-e05b-11ec-9416-9440c9ab47f0"
"1155729","1","1","1","8c62e0bb-e05b-11ec-9416-9440c9ab47f0"
"1155729","1","1","4","8c63026b-e05b-11ec-9416-9440c9ab47f0"
"1155732","1","1","4","99b71729-e05b-11ec-9416-9440c9ab47f0"
"1155734","1","1","4","9523b51f-e05b-11ec-9416-9440c9ab47f0"
"1155735","1","1","-66","9a279c06-e05b-11ec-9416-9440c9ab47f0"
"1155735","1","1","1","9a277725-e05b-11ec-9416-9440c9ab47f0"
"1155735","1","1","4","9a278aa0-e05b-11ec-9416-9440c9ab47f0"
"1155740","1","1","4","949f9b13-e05b-11ec-9416-9440c9ab47f0"
"1155743","1","1","-66","892d97af-e05b-11ec-9416-9440c9ab47f0"
"1155743","1","1","4","892d8b64-e05b-11ec-9416-9440c9ab47f0"
"1155745","1","1","4","904b0a56-e05b-11ec-9416-9440c9ab47f0"
"1155746","1","1","1","905537ee-e05b-11ec-9416-9440c9ab47f0"
"1155747","1","1","3","979109cf-e05b-11ec-9416-9440c9ab47f0"
"1155747","1","1","4","9790fde5-e05b-11ec-9416-9440c9ab47f0"
"1155749","1","1","3","8da56390-e05b-11ec-9416-9440c9ab47f0"
"1155751","1","1","4","872f00e2-e05b-11ec-9416-9440c9ab47f0"
"1155753","1","1","3","90ce4e59-e05b-11ec-9416-9440c9ab47f0"
"1155753","1","1","4","90ce31e4-e05b-11ec-9416-9440c9ab47f0"
"1155754","1","1","1","8bff3c26-e05b-11ec-9416-9440c9ab47f0"
"1155756","1","1","3","a64e7ddc-e05b-11ec-9416-9440c9ab47f0"
"1155756","1","1","4","a64e7114-e05b-11ec-9416-9440c9ab47f0"
"1155760","1","1","1","a67e701f-e05b-11ec-9416-9440c9ab47f0"
"1155760","1","1","4","a67e7d3a-e05b-11ec-9416-9440c9ab47f0"
"1155761","1","1","-66","8f63f958-e05b-11ec-9416-9440c9ab47f0"
"1155761","1","1","1","8f63e204-e05b-11ec-9416-9440c9ab47f0"
"1155761","1","1","4","8f63d61e-e05b-11ec-9416-9440c9ab47f0"
"1155762","1","1","1","85b449b9-e05b-11ec-9416-9440c9ab47f0"
"1155763","1","1","1","9bfb93bc-e05b-11ec-9416-9440c9ab47f0"
"1155763","1","1","4","9bfba2c3-e05b-11ec-9416-9440c9ab47f0"
"1155766","1","1","4","96ab9e74-e05b-11ec-9416-9440c9ab47f0"
"1155783","1","1","1","9f5e790d-e05b-11ec-9416-9440c9ab47f0"
"1155792","1","1","4","90a9bf73-e05b-11ec-9416-9440c9ab47f0"
"1155795","1","1","1","9c7767be-e05b-11ec-9416-9440c9ab47f0"
"1155804","1","1","1","9a4fc30a-e05b-11ec-9416-9440c9ab47f0"
"1155808","1","1","1","8d16c9bc-e05b-11ec-9416-9440c9ab47f0"
"1155808","1","1","5","8d16d8cc-e05b-11ec-9416-9440c9ab47f0"
"1155815","1","1","4","92bc1b6f-e05b-11ec-9416-9440c9ab47f0"
"1155825","1","1","4","a526e687-e05b-11ec-9416-9440c9ab47f0"
"1156270","1","1","1","a10890d8-e05b-11ec-9416-9440c9ab47f0"
"1156275","1","1","1","934f68a2-e05b-11ec-9416-9440c9ab47f0"
"1156280","1","1","1","8b3ebd59-e05b-11ec-9416-9440c9ab47f0"
"1156299","1","1","1","8f5497c3-e05b-11ec-9416-9440c9ab47f0"
"1156299","1","1","4","8f54a4f6-e05b-11ec-9416-9440c9ab47f0"
"1156301","1","1","1","9a1aa0a8-e05b-11ec-9416-9440c9ab47f0"
"1156307","1","1","1","9d730755-e05b-11ec-9416-9440c9ab47f0"
"1156313","1","1","1","93913cf3-e05b-11ec-9416-9440c9ab47f0"
"1156313","1","1","4","93914860-e05b-11ec-9416-9440c9ab47f0"
"1156321","1","1","1","9dd32576-e05b-11ec-9416-9440c9ab47f0"
"1156322","1","1","1","92648fb9-e05b-11ec-9416-9440c9ab47f0"
"1156323","1","1","1","a495bda0-e05b-11ec-9416-9440c9ab47f0"
"1156323","1","1","4","a495ceaf-e05b-11ec-9416-9440c9ab47f0"
"1156325","1","1","1","8421ec28-e05b-11ec-9416-9440c9ab47f0"
"1156331","1","1","4","986c5b56-e05b-11ec-9416-9440c9ab47f0"
"1156333","1","1","1","9eaa47dc-e05b-11ec-9416-9440c9ab47f0"
"1156333","1","1","4","9eaa5415-e05b-11ec-9416-9440c9ab47f0"
"1156334","1","1","1","87b19b62-e05b-11ec-9416-9440c9ab47f0"
"1156334","1","1","4","87b1a788-e05b-11ec-9416-9440c9ab47f0"
"1156378","1","1","1","b4b33838-e124-11ec-9416-9440c9ab47f0"
"1156386","1","1","1","bd874790-e124-11ec-9416-9440c9ab47f0"
"1156495","1","1","1","d449cbb4-e124-11ec-9416-9440c9ab47f0"
"1156502","1","1","1","c9fa55cc-e124-11ec-9416-9440c9ab47f0"
"1156503","1","1","1","c9a877dc-e124-11ec-9416-9440c9ab47f0"
"1156503","1","1","4","c9a86b60-e124-11ec-9416-9440c9ab47f0"
"1156505","1","1","1","c497618c-e124-11ec-9416-9440c9ab47f0"
"1156508","1","1","1","bdf8f3f1-e124-11ec-9416-9440c9ab47f0"
"1156510","1","1","4","c28d37b6-e124-11ec-9416-9440c9ab47f0"
"1156581","1","1","1","bea8c04d-e124-11ec-9416-9440c9ab47f0"
"1156581","1","1","4","bea8ca83-e124-11ec-9416-9440c9ab47f0"
"1156616","1","1","3","bd1d9ef6-e124-11ec-9416-9440c9ab47f0"
"1156616","1","1","4","bd1d918b-e124-11ec-9416-9440c9ab47f0"
"1156618","1","1","1","bb2222e4-e124-11ec-9416-9440c9ab47f0"
"1156618","1","1","4","bb224456-e124-11ec-9416-9440c9ab47f0"
"1156707","1","1","1","be0b0aaf-e124-11ec-9416-9440c9ab47f0"
"1156763","1","1","1","e1c48aa2-e1ed-11ec-9416-9440c9ab47f0"
"1156765","1","1","1","f507ed16-e1ed-11ec-9416-9440c9ab47f0"
"1156765","1","1","4","f507fa69-e1ed-11ec-9416-9440c9ab47f0"
"1156770","1","1","1","f60ba89c-e1ed-11ec-9416-9440c9ab47f0"
"1156775","1","1","1","f2de7c48-e1ed-11ec-9416-9440c9ab47f0"
"1156792","1","1","1","f36dd753-e1ed-11ec-9416-9440c9ab47f0"
"1156793","1","1","1","eaec108f-e1ed-11ec-9416-9440c9ab47f0"
"1156795","1","1","1","e0efd059-e1ed-11ec-9416-9440c9ab47f0"
"1156795","1","1","4","e0efe0ad-e1ed-11ec-9416-9440c9ab47f0"
"1156800","1","1","1","f05c8a45-e1ed-11ec-9416-9440c9ab47f0"
"1156800","1","1","4","f05c963e-e1ed-11ec-9416-9440c9ab47f0"
"1156803","1","1","1","eb076b54-e1ed-11ec-9416-9440c9ab47f0"
"1156828","1","1","1","ef19e62d-e1ed-11ec-9416-9440c9ab47f0"
"1156834","1","1","4","fe57e4db-e1ed-11ec-9416-9440c9ab47f0"
"1156854","1","1","4","f176a65d-e1ed-11ec-9416-9440c9ab47f0"
"1156857","1","1","1","e9b3a82f-e1ed-11ec-9416-9440c9ab47f0"
"1156863","1","1","1","f389d8ef-e1ed-11ec-9416-9440c9ab47f0"
"1156863","1","1","3","f389e9ed-e1ed-11ec-9416-9440c9ab47f0"
"1156863","1","1","4","f389f6e8-e1ed-11ec-9416-9440c9ab47f0"
"1156873","1","1","1","ecddd9a3-e1ed-11ec-9416-9440c9ab47f0"
"1156948","1","1","1","00a9b59f-e1ee-11ec-9416-9440c9ab47f0"
"1156959","1","1","1","f7f25e52-e1ed-11ec-9416-9440c9ab47f0"
"1156961","1","1","1","f5a0cade-e1ed-11ec-9416-9440c9ab47f0"
"1156985","1","1","1","e7997883-e1ed-11ec-9416-9440c9ab47f0"
