"fid (see mrktc_idtable)","Unique Row ID","End time","Deviceid","Date","Country (see mrkta_lkpcountry)","Enumerator name (see mrkta_lkpenum)","Enter Password","Get selected staff current password","District/ Region (see mrkta_lkpregion)","Ward (see mrkta_lkpward)","Village","Date of interview","Interview code","Name of market","Type of market (see mrktc_lkpmrkt_type)","Respondent role","Gender of respondent (see mrktc_lkpresp_gender)","Respondent age (see mrktc_lkpresp_age)","13. Have you visited other markets to sell or buy sheep and goats in the past one month?","Number of other markets you have visited to sell or buy sheep and goats in the past one month","Researcher: Is this person a trader, meaning they buy and sell animals as a business?","14. What is your usual pattern of trading sheep and/or goats?","15. What are the main disease problems that you observe in the sheep and/or goats at this time?","16. Have you seen a disease with signs of nasal discharge, coughing, diarrhoea, eye discharge, sores in the mouth – in your own animals or someone else’s flock?","If yes, what is the local name of the disease?","Where did you see it?","When did you see it?","Did any animals die?","How many animals died?","What species died? (see mrktc_lkpdse_deathsspecies)","Other information?","Any other remarks?","GPS Coordinates of the market","Unique Row Identifier (UUID)"
"1000426","1","2021-05-04T11:42:41","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/1/021","Dahra","2","Intermédiaire","1","3","1","3","0","","Pas du tout","0","","","","","","","","Comme je ne fais que vendre","15.3513525 -15.4624608 72.94513075586161 20.25","fe7e52d4-beed-11eb-8cbd-5cb901ddeae0"
"1000427","1","2021-05-04T11:41:55","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/1/020","Dahra","2","Achat et vente","1","3","1","4","1","Pas de schéma","Thiarou","1","Thiarou","Gandé","2020-11-01","1","10","3","Cette maladie nous fatigué beaucoup  juste après l`hivernage","Bien","15.3513946 -15.4624948 67.94402631378908 22.0","f8b69e2e-beed-11eb-8cbd-5cb901ddeae0"
"1000428","1","2021-05-04T11:41:23","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/ 1/019","Dahra","2","Intermédiaire","1","2","1","3","0","","Pas du tout","0","","","","","","","","Bien","15.3514275 -15.4624956 70.23120045613315 24.875","fba5663b-beed-11eb-8cbd-5cb901ddeae0"
"1000429","1","2021-05-04T11:40:40","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/1/018","Dahra","2","Vendre","1","2","0","","0","","Safa, foukk  une fois qu`ils mangent les nouveaux herbes  en début d`hivernage","1","Safa","Ngoynane","2020-01-01","1","80","","","Satou rouge ndaw habitant de ngoynane","15.3513995 -15.4624623 67.4311825697456 20.166","f88e4cc7-beed-11eb-8cbd-5cb901ddeae0"
"1000430","1","2021-05-04T11:40:06","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/1/017","Dahra","2","Vendre  mes propres moutons","1","2","0","","0","","Dioffé   _ safa","1","Thiarou","Déndiénli namass","2020-04-01","1","6","3","Cette maladie nous fatigué beaucoup","Bien","15.3516418 -15.4626083 83.48659965300693 26.25","fa07bc18-beed-11eb-8cbd-5cb901ddeae0"
"1000431","1","2021-05-04T11:39:33","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/1/016","Dahra","2","Intermédiaire","1","2","1","2","0","","Safa","1","Thiarou","Koyly Alpha","2020-11-01","1","","3","Je suis juste un intermédiaire","","15.3517095 -15.4626949 63.208364030695726 22.75","fefd1600-beed-11eb-8cbd-5cb901ddeae0"
"1000432","1","2021-05-04T11:39:01","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/1/015","Dahra","2","Vendre Vendre mes propres moutons","1","2","0","","1","Pas d`échange","Dioffé,  thiarou","1","Thiarou","Diabby sapo","2020-10-01","1","20","3","Nous avons un vétérinaire  qui fait bien son travail dans notre commune","C`est un vendeur de ses propres bétails","15.3516294 -15.4625484 53.87468740400889 36.375","fcfcae69-beed-11eb-8cbd-5cb901ddeae0"
"1000433","1","2021-05-04T11:38:31","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/1/014","Dahra","2","Achat vente","1","2","0","","1","Achat et vente dans le marché si cela ne fonctionne pas je ramène chez en faire de l`embauche pour revenir le revendre","Dioffé  _ thiarou _ Dialby","1","Thiarou","Bélél ndiobo","2021-01-01","1","10","3","Bien","","15.3518481 -15.462661 58.86676885525731 44.333","fe96059d-beed-11eb-8cbd-5cb901ddeae0"
"1000434","1","2021-05-04T11:37:42","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/1 /013","Dahra","2","Achat et vente","1","2","0","","1","Venir dans le marché de dahra acheter engraisser chez moi ensuite revenir vendre sur ce méme marché de dahra","Thiouthiél thiarrr","1","Thiarrr","Loumbol dahra","2021-01-01","1","7","1","Bien","Achat vente","15.3516254 -15.4625848 63.26015720965988 28.875","f87fd1d1-beed-11eb-8cbd-5cb901ddeae0"
"1000435","1","2021-05-04T11:38:01","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/1/ 012","Dahra","2","Intermédiaire","1","3","0","","0","","Thiouthiél_ dioffé","0","","","","","","","","Pas d`autres remarques","15.3518312 -15.4627519 97.09160473656115 27.3","fac65e0b-beed-11eb-8cbd-5cb901ddeae0"
"1000436","1","2021-05-04T12:22:44","collect:i4q3nTXZEGuRsE4E","2021-04-15T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-15","S/MC/3/042","Thiéyénne","1","Dioula","1","2","1","5","1","Si j`achéte aujourdhui àThiéyénne je l`améne au marché de thiaméne et si sa reste je les amene au village pour les  nourrir augmenter le prix plus les frais le revendre à dahra ou à boulal","Rien n`a signalé","1","Thiouthiél","Chez les mouton partout dans le village","2021-04-01","0","","","","Je sais pas vraiment","15.5597333 -15.6543853 107.51812996032547 13.9","febbbe9e-beed-11eb-8cbd-5cb901ddeae0"
"1000437","1","2021-05-04T12:20:06","collect:i4q3nTXZEGuRsE4E","2021-04-15T00:00:00","1","1002","1002","1002","14","1401","Boulal ","2021-04-15","S/1/MC/3/041","Thiéyénne ","1","Dioula","1","2","1","5","0","","Thiarou ,safa: perte de poids  diarrhée","0","","","","","","","","Non je sais pas","15.5598906 -15.654649 63.10686628719214 17.4","ff0acb9f-beed-11eb-8cbd-5cb901ddeae0"
"1000438","1","2021-05-04T12:18:18","collect:i4q3nTXZEGuRsE4E","2021-04-15T00:00:00","1","1002","1002","1002","14","1401","Boulal ","2021-04-15","S/1/MC/3/040","Thiéyénne","1","Téfanké","1","1","1","2","0","","Thiarou  ou peste : terne faible perte de poids","1","Thiarou","Sur les village","2021-03-01","0","","","","De fois sa peu tué mais lors de la saison  des pluies","15.5604414 -15.6544357 121.10469098370363 96.0","fa601970-beed-11eb-8cbd-5cb901ddeae0"
"1000508","1","2021-05-04T13:25:48","collect:IqdZQp5jl02liCSF","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MA/1/091","Dahra","2","Commerçant achat et vente","1","3","0","","1","Acheter et revendre","Diarrhée,perte de poids","1","Thiarou","Dans le marché","2021-02-01","0","","","","","15.3514715 -15.4623219 32.377499024592396 7.65","fe3feca8-beed-11eb-8cbd-5cb901ddeae0"
"1000512","1","2021-05-04T13:21:37","collect:IqdZQp5jl02liCSF","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/086","Boulal","1","Achat vente","1","2","1","3","1","Achat et vente","Thiarou","1","Thiarou","Dans mon village","2021-01-01","1","10","3","Cette maladie nous fatigue beaucoup","C`est un commerçant","15.3985433 -15.6601083 40.03616230716694 3.9","f8f091e6-beed-11eb-8cbd-5cb901ddeae0"
"1000513","1","2021-05-04T12:04:46","collect:IqdZQp5jl02liCSF","2021-04-12T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/031","Boulal","1","Vendeur","1","2","1","1","0","","Dialby _ Diarhé _ PPR","1","Thiarou","Dans un autre troupeau","2020-10-01","1","8","3","Cette maladie est trés difficile à. Soigner maais la maladie qui fatigue beaucoup mon troupeau c`est le Dialby","Bien c`est un vendeur de son propre bétail","15.3984817 -15.6601883 40.608239961015386 4.2","f7f0ff2c-beed-11eb-8cbd-5cb901ddeae0"
"1000514","1","2021-05-04T12:09:58","collect:IqdZQp5jl02liCSF","2021-04-12T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/036","Boulal","1","Intermédiaire","1","3","1","1","0","","Dialby - Dioffé - Thiouthiel - Thiarou","1","Thiarou","Gouyadji","2020-08-01","1","4","1","Les autres maladies ne tuent pas comme le PPR","Bien","15.3988217 -15.6599767 51.06527980658533 3.9","f967c086-beed-11eb-8cbd-5cb901ddeae0"
"1000515","1","2021-05-04T12:08:24","collect:IqdZQp5jl02liCSF","2021-04-12T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/034","Boulal","1","Intermédiaire","1","2","1","1","0","","Diarrhée - Dioffé ,- Soyné- Thiarou","1","Thiarou","Dans la commune","2020-11-01","1","8","3","Ils citent d`autres qui sont très fréquent dans la zone","Bien","15.3989186 -15.6599876 57.48514239671188 9.6","f82453b5-beed-11eb-8cbd-5cb901ddeae0"
"1000516","1","2021-05-04T12:09:16","collect:IqdZQp5jl02liCSF","2021-04-12T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/035","Boulal","1","Achat et vente","1","2","1","2","1","Achat sur les marchés et les revendres pour y gagner un peu","Thiarou","1","Thiarou","Dans la zone","2021-01-01","1","5","2","C`est les jeunes petits ruminants que cette maladie touche le plus","","","f9c75d8b-beed-11eb-8cbd-5cb901ddeae0"
"1000517","1","2021-05-04T12:12:13","collect:IqdZQp5jl02liCSF","2021-04-12T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/039","Boulal","1","Intermédiaire et Dioula","1","2","1","2","0","","Dialby - Diarrhé","1","Thiarou","Dans mon village","2020-11-01","1","5","3","Pas d`autres informations","Bien","15.398875 -15.6599933 55.0670112318447 4.1","fc633b59-beed-11eb-8cbd-5cb901ddeae0"
"1000518","1","2021-05-04T12:10:41","collect:IqdZQp5jl02liCSF","2021-04-12T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/037","Boulal","1","Intermédiaire","1","2","1","3","0","","Thiarr","1","Thiarr","Dans mon village","2020-12-01","1","15","1","Cette maladie est très présent dans la zone  qui va et vient tout simplement","","15.398915 -15.6600867 55.1664649937577 4.5","fc1b21e7-beed-11eb-8cbd-5cb901ddeae0"
"1000519","1","2021-05-04T12:11:29","collect:IqdZQp5jl02liCSF","2021-04-12T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/038","Boulal","1","Intermédiaire","1","2","1","3","0","","Écoulement nasale , Dialby , Boko","1","Thairou","Dans le marché","2020-11-01","0","","","","C`est une maladie très fréquent durant cette période","15.398795 -15.6600967 55.72449391676589 4.8","fb633beb-beed-11eb-8cbd-5cb901ddeae0"
"1000520","1","2021-05-04T13:25:21","collect:IqdZQp5jl02liCSF","2021-04-12T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/090","Boulal","1","Intermédiaire  vendeur","1","2","1","4","0","","Thiouthiel- thiarou","1","Thiarou","Dans le marché depuis l`hivernage","2020-07-01","1","25","3","Pour nous les éleveurs cette maladies nous fatigue beaucoup. Nous avons fait beaucoup de traitement mais cette maladie reste toujours présent dans la zone","Bien","15.39853 -15.6601983 41.116600623116334 4.6","f97a183c-beed-11eb-8cbd-5cb901ddeae0"
"1000522","1","2021-05-04T12:18:19","collect:IqdZQp5jl02liCSF","2021-04-15T00:00:00","1","1001","1001","1001","14","1401","Thiyénn","2021-04-15","S/1/MC/03/045","Thiyénn","1","Achat vente","1","3","1","3","1","Achat et revendre dans les autres marchés","Écoulement oculaire,perte de poids","1","Thiarou","Dans d`autres villages","2020-04-01","0","","","","C`est un Dioula","15.5602272 -15.6546022 -12.456186579880358 11.6","fecd8455-beed-11eb-8cbd-5cb901ddeae0"
"1000523","1","2021-05-04T12:20:03","collect:IqdZQp5jl02liCSF","2021-04-15T00:00:00","1","1001","1001","1001","14","1401","Thiyénn","2021-04-15","S/1/MC/03/046","Thiyénn","1","Intermédiaire","1","3","1","4","0","","Diarrhée, thiarou, écoulement oculaire en permanence.","1","Thiarou","Dans notre village","2020-04-01","1","9","1","Pas d`autres informations","","15.5601412 -15.6546433 1.0482260759270936 9.3","fb7df776-beed-11eb-8cbd-5cb901ddeae0"
"1000524","1","2021-05-04T12:17:19","collect:IqdZQp5jl02liCSF","2021-04-15T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-15","S/1/MC/03/044","Thiyénn","1","Intermédiaire","1","2","1","4","0","","Écoulement nasal, respire difficilement, Diarrhée, perte de poids, infections vaginales,","1","Thiarr","Ici a Thiyénn","2020-08-01","1","","3","Pas du tout","","15.5600651 -15.6546824 23.8859819834961 12.566","f9de387f-beed-11eb-8cbd-5cb901ddeae0"
"1000525","1","2021-05-04T12:17:38","collect:IqdZQp5jl02liCSF","2021-04-15T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-15","S/1/MC/03/043","Thiyénn","1","Achat et vente","1","2","1","5","1","Achat - j`embouche pendant 15 après ensuite je l`amène pour le revendre. Parfois j`achète et le marché suivant je vais le revendre car des petits ruminants qui ne nécessite pas de l`engraissement de nouveau","Les moutons ont plus de maladie fièvre, Diarrhée, des vers a l`intérieur de son ventre qui l`empêche de grossir, écoulement nasal,","1","Thiarr","Thiyénn","2021-02-01","1","5","3","Pas d`autres informations","","15.5610646 -15.6551362 -16.40973966564333 12.7","fad37956-beed-11eb-8cbd-5cb901ddeae0"
"1000526","1","2021-05-04T12:52:04","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/060","Dahra","2","Commerçant vendeur","1","2","1","2","0","","J`amène mes propres petits ruminants que j`élève","1","Thiarou ou Dioffé","Au niveau de la commune de linguére","2020-12-01","1","3","3","","","15.35343 -15.4620815 27.111776197830988 4.15","f8d6cb36-beed-11eb-8cbd-5cb901ddeae0"
"1000527","1","2021-05-04T12:46:00","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/061","Dahra","1","Commerçant  achat vendeur","1","3","1","3","1","Achat et revendre","Respire difficilement, Dioffé, écoulement nasal,","1","Dialby","Amali","2020-10-01","0","","","","Perte il me dit que cette maladie se manifeste ainsi les mémes","15.3533833 -15.4621 30.773181518472956 4.0","fab801cd-beed-11eb-8cbd-5cb901ddeae0"
"1000528","1","2021-05-04T12:46:55","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/062","Dahra","2","Commerçant Achat au niveau des villages pour venir revendre","1","2","1","1","1","J`achète au niveau des villages ou au niveau du marché de dahra ensuite revendre dans le marché ou l`amèner chez moi","Diarrhée, écoulement nasal","0","","","","","","","","Il dit avoir vu cela dans d`autres petits ruminants","15.3534399 -15.4621784 34.28553159550248 7.75","fa6351e7-beed-11eb-8cbd-5cb901ddeae0"
"1000529","1","2021-05-04T12:48:13","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/064","Dahra","2","Commerçant achat vente","1","2","1","5","1","J`achète ensuite je revends si jamais je peux y gagner un peu","Yirla, gnédjou,","1","Thiouthiél et thiarou","Dans la commune de dahra","2021-02-01","1","9","3","Bien","","15.3534836 -15.4623181 24.910207930071575 4.85","fa39a1b5-beed-11eb-8cbd-5cb901ddeae0"
"1000530","1","2021-05-04T12:55:12","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/075","Dahra","2","Intermédiaire-  achat et vente","1","2","1","1","1","Achat et vente et en bn même temps faire de l`intermédiaire","Diarrhée, yirla, Dioffé, thiarou","1","Peste","Dans mon propre troupeau","2020-10-01","1","2","1","Il a appelé le vétérinaire pour des injections ensuite depuis l`ors ces Petits ruminants sont en forme","","15.3533567 -15.4624367 34.43552482061883 4.6","f942fbef-beed-11eb-8cbd-5cb901ddeae0"
"1000531","1","2021-05-04T12:48:56","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/065","Dahra","2","Intermédiaire et acheteur et vendeur","1","1","1","2","1","Achat et vente et faire de l`intermédiaire","(Écoulement nasale sans arrêt perte de poids = Ourka) peste ,","1","Peste","Chez moi","2021-03-01","1","20","2","Bien","","15.3531723 -15.462393 76.46318268906458 4.8","fd2e92e6-beed-11eb-8cbd-5cb901ddeae0"
"1000532","1","2021-05-04T12:49:23","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/066","Dahra","2","Commerçant Dioula","1","2","1","2","1","J`amène mon propre petit ruminants et les vendre","Dioffé se manifeste respiration difficilement, l`animal boite et  marche difficilement, avortement nous fatigue beaucoup ces derniers temps je ne sais de quelle maladie sagit-il","1","Thiarou","Dans ce marché et dans mon propre troupeau","2021-02-01","0","","","","Bonne coopération","15.3531017 -15.4623917 37.34404675541962 4.1","fde5f55b-beed-11eb-8cbd-5cb901ddeae0"
"1000533","1","2021-05-04T12:50:00","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/067","Dahra","2","Achat vente","1","2","1","2","1","Achat et vente dans les marchés hebdomadaires","Perte de poids , thiouthiél, gnédjou, fouka se manifeste par la mort subite","1","Peste","Ici même dans ce marché de dahra","2020-12-01","0","","","","C`est un commerçant de dimanche","15.3530383 -15.4625 23.67398771334065 4.2","f9e8dde2-beed-11eb-8cbd-5cb901ddeae0"
"1000534","1","2021-05-04T12:50:29","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/068","Dahra","2","Achat et vente","1","2","0","","1","Achat et revendre","Diarrhée, peste","1","Peste","Chez moi","2021-04-01","1","1","2","C`est une maladie qui cause énormément de dégâts dans la zone","","15.3529708 -15.4625131 43.682590691831834 4.86","fe6b96dc-beed-11eb-8cbd-5cb901ddeae0"
"1000535","1","2021-05-04T12:51:02","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/069","Dahra","2","Achat et vente dans le marché","1","2","1","1","1","Achat et vente","Perte de poids et mort subite veut dire Dioffé , peste","1","Thiarou","Chez moi","2021-03-01","1","3","1","","","15.352895 -15.4624333 29.727905072066772 4.1","fc76e61d-beed-11eb-8cbd-5cb901ddeae0"
"1000536","1","2021-05-04T12:51:38","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/070","Dahra","2","Intermédiaire","1","2","1","3","0","","Perte de poids, thiouthiél, gnédjou","1","Thiarou","Diakka","2021-04-01","0","","","","Cette maladie attaque plus les chévres que les moutons","15.3526815 -15.4625207 26.11060207299286 7.933","fae54cf0-beed-11eb-8cbd-5cb901ddeae0"
"1000537","1","2021-05-04T12:52:37","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/071","Dahra","2","Commerçant Propre petit ruminants","1","2","1","2","0","","L`animal boite , toux , perte de poids, avortement, Safa , yirla en début de l`hivernage","1","Thiarou","barkédji","2020-10-01","1","5","2","","","15.3526242 -15.4624194 24.69877194748111 7.3","fbb84857-beed-11eb-8cbd-5cb901ddeae0"
"1000538","1","2021-05-04T12:53:17","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/072","Dahra","2","Intermédiaire","1","2","0","","0","","Diarrhée, écoulement nasal, féléwéré c`est à dire les mamelons s`enfle,","1","Thiarr","Dans ce marché","2021-02-01","1","12","2","Peste est beaucoup plus fréquentes dans la zone et la maladie qu`on appelle Dioffé qui se manifeste par l`écoulement nasale fréquent","","15.352434 -15.4625438 45.65924648903819 4.066","fdfb7ec4-beed-11eb-8cbd-5cb901ddeae0"
"1000539","1","2021-05-04T12:53:50","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/073","Dahra","2","Dioula","1","2","1","2","0","","Diarrhée, yirla Dioffé","0","","","","","","","","","15.3520788 -15.4625487 64.01609203612193 4.833","fc0c4669-beed-11eb-8cbd-5cb901ddeae0"
"1000540","1","2021-05-04T12:47:26","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/063","Dahra","2","Achat élevage","1","2","0","","0","","Perte de poids, présence de vers dans le ventre,","1","Thiarr","Sagatta Djolof","2021-03-01","0","","","","Bien","15.3518348 -15.4624765 31.07269612456282 7.233","fbf08762-beed-11eb-8cbd-5cb901ddeae0"
"1000541","1","2021-05-04T12:54:21","collect:IqdZQp5jl02liCSF","2021-04-18T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/074","Dahra","2","Commerce vendeur","1","2","0","","0","","Lésion au niveau de la bouche, thiarou","1","Thiarou","Boulal","2020-11-01","0","","","","","15.3517759 -15.4625931 25.539711660408773 6.24","fb274470-beed-11eb-8cbd-5cb901ddeae0"
"1000542","1","2021-05-04T13:18:15","collect:IqdZQp5jl02liCSF","2021-04-19T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-19","S/1/MC/2/085","Boulal","1","Achat et vendre","1","2","1","1","1","Vendre et acheter","Il mange tout , Dialby, thiouthiél","1","Thiarou","Boulal","2020-09-01","1","23","3","Bien","","15.3988022 -15.6598871 29.60451281500849 4.666","fd276611-beed-11eb-8cbd-5cb901ddeae0"
"1000543","1","2021-05-04T12:07:04","collect:IqdZQp5jl02liCSF","2021-04-19T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/033","Boulal","1","Commerçant dioula","1","1","0","","0","","Dialby, thiarou,","1","Thiarou","Kebby","2021-01-01","1","12","3","","","15.3988332 -15.6599131 44.15965157654515 5.0","f8d4230c-beed-11eb-8cbd-5cb901ddeae0"
"1000544","1","2021-05-04T12:06:15","collect:IqdZQp5jl02liCSF","2021-04-19T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-12","S/1/MC/2/032","Boulal","1","Intermédiaire et Dioula","1","1","1","2","1","Achat engraisser revendre","Dialby, thiarou, Dioffé, Safa se manifeste par des lésions au niveau de la bouche","1","Thiarou","Walal","2021-04-01","1","50","3","Il insiste sur le fait que la maladie Dioffé tué plus vite que les autres écoulement oculaire","","15.3988002 -15.6598483 40.87836197007277 3.86","fccc3d57-beed-11eb-8cbd-5cb901ddeae0"
"1000545","1","2021-05-04T12:15:29","collect:IqdZQp5jl02liCSF","2021-04-19T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-19","S/1/MC/2/013","Boulal","1","Dioula","1","2","1","1","0","","Pendant l`hivernage il y a le Dioffé, présence de vers dans le ventre de l`animal s`appelle Dialby qui entraîne une perte de poids","1","Thiarou thiartou","Walal","2021-03-01","1","2","1","Bien","","15.3987799 -15.6598078 40.52475994739595 6.75","fe1c5025-beed-11eb-8cbd-5cb901ddeae0"
"1000546","1","2021-05-04T13:22:11","collect:IqdZQp5jl02liCSF","2021-04-19T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-19","S/1/MC/2/087","Boulal","1","Dioula","1","2","1","2","0","","Thiarou, dialby , une maladie qui fait que les yeux sont rougatre et profond, la dernière hivernage j`ai remarqué une maladie qui se manifeste par une perte de poids qui respire difficilement","1","Peste","Walam et dans les villages environnants","2020-08-01","0","","","","Bien","15.3990565 -15.6599774 84.38480884208496 6.366","fa9438ee-beed-11eb-8cbd-5cb901ddeae0"
"1000547","1","2021-05-04T13:23:11","collect:IqdZQp5jl02liCSF","2021-04-19T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-19","S/1/MC/2/088","Boulal","1","Dioula","1","2","1","3","0","","Foukou se manifeste après à voir goûter les herbes titube et mort subite, présence de vers dans le corps , peste avortement perte de poids écoulement nasal Diarrhée , Dioffé","1","Thiarou s`il ya beaucoup de poussière pendant la saison sèche et si les petits ruminants mange l`herbe cela peut entraîner la peste","Boulal","2020-08-01","1","18","3","Il y a deux types de thiarou celui qui apparaît le plus pendant la période de saison sèche et celui qui apparaît en hivernage","","15.3986566 -15.660293 54.52244608359203 4.166","f94b2078-beed-11eb-8cbd-5cb901ddeae0"
"1000548","1","2021-05-04T13:23:47","collect:IqdZQp5jl02liCSF","2021-04-19T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-19","S/1/MC/2/089","Boulal","1","Dioula","1","1","1","3","0","","Dialby, Dioffé, Baddé , thiarou","1","Thiarrr","Partout où je vais je l`ai vu","2021-04-01","1","9","2","Bien","Oumar Sow 773570732","15.3986917 -15.6602683 58.87447726393416 3.9","fb769652-beed-11eb-8cbd-5cb901ddeae0"
"1000550","1","2021-05-04T12:58:54","collect:IqdZQp5jl02liCSF","2021-04-25T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-18","S/1/MC/1/076","Dahra","2","Dioula","1","2","1","2","0","","Yirla ,Dioffé, félweré","1","Thiarou","Dans notre quartier","2021-03-01","1","3","1","Rien","","15.3512502 -15.4626473 11.904301327607593 4.9","fd682eea-beed-11eb-8cbd-5cb901ddeae0"
"1000636","1","2021-05-03T15:45:27","39daa8cbec8f53cf","2021-04-11T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-11","S/1/MC/1/001","Dahra","2","Dioula","1","3","1","3","0","","Ecoulement nasal","1","Thiarou, chez mes chèvre","Chez moi","2021-01-01","1","6","1","Les plus petits caprin","Accèssible","15.35293392 -15.4622123 59.72967529296875 3.216","fe60a559-beed-11eb-8cbd-5cb901ddeae0"
"1000637","1","2021-05-03T15:48:01","39daa8cbec8f53cf","2021-04-11T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-11","S/1/MC/1/002","Dahra","2","Tèfankè","1","2","1","4","0","","Peste","1","Thiarou","Dans mon troupeau","2021-03-01","1","500","3","","Accèssible","15.35298938 -15.46224321 50.3900146484375 3.216","fe54be0d-beed-11eb-8cbd-5cb901ddeae0"
