"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","1. What are the activities that you are doing in this market today? (see mrktc_lkpmrkt_actvty)","Unique Row Identifier (UUID)"
"1020214","1","1","3","0aa7d2ed-d91d-11eb-9de1-9440c9ab47f0"
"1020215","1","1","3","0ca3d69c-d91d-11eb-9de1-9440c9ab47f0"
"1020216","1","1","1","0c78c0e5-d91d-11eb-9de1-9440c9ab47f0"
"1020217","1","1","1","056f7f0f-d91d-11eb-9de1-9440c9ab47f0"
"1020218","1","1","1","0d9f853a-d91d-11eb-9de1-9440c9ab47f0"
"1020219","1","1","3","04e7c3a1-d91d-11eb-9de1-9440c9ab47f0"
"1020220","1","1","1","0e3e8fc9-d91d-11eb-9de1-9440c9ab47f0"
"1020221","1","1","3","090593ce-d91d-11eb-9de1-9440c9ab47f0"
"1020222","1","1","1","05c179e7-d91d-11eb-9de1-9440c9ab47f0"
"1020225","1","1","3","0c292849-d91d-11eb-9de1-9440c9ab47f0"
"1020226","1","1","3","0aeb6f00-d91d-11eb-9de1-9440c9ab47f0"
"1020227","1","1","3","09e33d9f-d91d-11eb-9de1-9440c9ab47f0"
"1020228","1","1","3","089c47f4-d91d-11eb-9de1-9440c9ab47f0"
"1020229","1","1","3","05732334-d91d-11eb-9de1-9440c9ab47f0"
"1020230","1","1","3","05c5119e-d91d-11eb-9de1-9440c9ab47f0"
"1070193","1","1","4","eb59bb4f-3c1f-11ec-ab28-9440c9ab47f0"
"1070194","1","1","4","ec159160-3c1f-11ec-ab28-9440c9ab47f0"
"1070196","1","1","3","ead7020f-3c1f-11ec-ab28-9440c9ab47f0"
"1070198","1","1","1","ea145821-3c1f-11ec-ab28-9440c9ab47f0"
"1070199","1","1","3","f044d07b-3c1f-11ec-ab28-9440c9ab47f0"
"1070201","1","1","4","edd2f23e-3c1f-11ec-ab28-9440c9ab47f0"
"1070203","1","1","4","e9e3e3a1-3c1f-11ec-ab28-9440c9ab47f0"
"1070205","1","1","1","ea3f3f10-3c1f-11ec-ab28-9440c9ab47f0"
"1070206","1","1","3","eaed4589-3c1f-11ec-ab28-9440c9ab47f0"
"1070208","1","1","4","ec34d65b-3c1f-11ec-ab28-9440c9ab47f0"
"1070210","1","1","4","edfc5ee1-3c1f-11ec-ab28-9440c9ab47f0"
"1070212","1","1","4","ed4ae2e0-3c1f-11ec-ab28-9440c9ab47f0"
"1070213","1","1","1","ee227d2b-3c1f-11ec-ab28-9440c9ab47f0"
"1070215","1","1","3","ed180b36-3c1f-11ec-ab28-9440c9ab47f0"
"1070217","1","1","4","ed7705aa-3c1f-11ec-ab28-9440c9ab47f0"
"1070219","1","1","4","edce1fd3-3c1f-11ec-ab28-9440c9ab47f0"
"1070221","1","1","4","f05da106-3c1f-11ec-ab28-9440c9ab47f0"
"1070223","1","1","4","f0038a84-3c1f-11ec-ab28-9440c9ab47f0"
"1070225","1","1","2","effd43be-3c1f-11ec-ab28-9440c9ab47f0"
"1070227","1","1","4","e8444c48-3c1f-11ec-ab28-9440c9ab47f0"
"1070229","1","1","4","ea217fa5-3c1f-11ec-ab28-9440c9ab47f0"
"1070231","1","1","4","ed6cfa51-3c1f-11ec-ab28-9440c9ab47f0"
"1070233","1","1","1","ec79b0f9-3c1f-11ec-ab28-9440c9ab47f0"
"1070235","1","1","4","efb9a011-3c1f-11ec-ab28-9440c9ab47f0"
"1070237","1","1","3","ef6d2006-3c1f-11ec-ab28-9440c9ab47f0"
"1070239","1","1","4","ee78d949-3c1f-11ec-ab28-9440c9ab47f0"
"1070241","1","1","2","ecd07ceb-3c1f-11ec-ab28-9440c9ab47f0"
"1070243","1","1","1","ea6bc067-3c1f-11ec-ab28-9440c9ab47f0"
"1070245","1","1","3","ea62a8cf-3c1f-11ec-ab28-9440c9ab47f0"
"1070350","1","1","1","e9b5a128-3c1f-11ec-ab28-9440c9ab47f0"
"1070351","1","1","1","eabc3e22-3c1f-11ec-ab28-9440c9ab47f0"
"1070352","1","1","1","f00b08b4-3c1f-11ec-ab28-9440c9ab47f0"
"1070353","1","1","4","e85d8ed5-3c1f-11ec-ab28-9440c9ab47f0"
"1070354","1","1","4","ee4db83e-3c1f-11ec-ab28-9440c9ab47f0"
"1070355","1","1","2","ec8eaacd-3c1f-11ec-ab28-9440c9ab47f0"
"1070356","1","1","4","ea5bb55a-3c1f-11ec-ab28-9440c9ab47f0"
"1070357","1","1","4","eec0d7f3-3c1f-11ec-ab28-9440c9ab47f0"
"1070358","1","1","4","ecf1fbd6-3c1f-11ec-ab28-9440c9ab47f0"
"1070359","1","1","4","f072ea2a-3c1f-11ec-ab28-9440c9ab47f0"
"1070360","1","1","2","ebd00480-3c1f-11ec-ab28-9440c9ab47f0"
"1144525","1","1","3","28041066-dc16-11ec-9416-9440c9ab47f0"
"1144526","1","1","1","2749dd67-dc16-11ec-9416-9440c9ab47f0"
"1144527","1","1","1","22a9f89c-dc16-11ec-9416-9440c9ab47f0"
"1144528","1","1","1","23825e96-dc16-11ec-9416-9440c9ab47f0"
"1144529","1","1","2","27ef11e8-dc16-11ec-9416-9440c9ab47f0"
"1144530","1","1","1","2a46c57a-dc16-11ec-9416-9440c9ab47f0"
"1144531","1","1","4","28ad6eab-dc16-11ec-9416-9440c9ab47f0"
"1144532","1","1","3","22a586ce-dc16-11ec-9416-9440c9ab47f0"
"1144533","1","1","4","2d649a80-dc16-11ec-9416-9440c9ab47f0"
"1144534","1","1","1","2125b55c-dc16-11ec-9416-9440c9ab47f0"
"1144535","1","1","1","2d43b8f3-dc16-11ec-9416-9440c9ab47f0"
"1144621","1","1","3","70487908-dc08-11ec-9416-9440c9ab47f0"
"1144622","1","1","1","754f968b-dc08-11ec-9416-9440c9ab47f0"
"1144623","1","1","1","6e0203a0-dc08-11ec-9416-9440c9ab47f0"
"1144624","1","1","3","67dfe360-dc08-11ec-9416-9440c9ab47f0"
"1144625","1","1","4","74b1828e-dc08-11ec-9416-9440c9ab47f0"
"1144626","1","1","4","747492ab-dc08-11ec-9416-9440c9ab47f0"
"1144627","1","1","3","6fd1bcc3-dc08-11ec-9416-9440c9ab47f0"
"1144628","1","1","3","6efa1b0b-dc08-11ec-9416-9440c9ab47f0"
"1144630","1","1","2","73b28d41-dc08-11ec-9416-9440c9ab47f0"
"1144631","1","1","1","75ef3bdf-dc08-11ec-9416-9440c9ab47f0"
"1144632","1","1","1","71702dca-dc08-11ec-9416-9440c9ab47f0"
"1144633","1","1","1","67364e46-dc08-11ec-9416-9440c9ab47f0"
"1144634","1","1","1","789c7d50-dc08-11ec-9416-9440c9ab47f0"
"1144635","1","1","4","75cd3b1d-dc08-11ec-9416-9440c9ab47f0"
"1144636","1","1","1","6684c55b-dc08-11ec-9416-9440c9ab47f0"
"1144637","1","1","3","6d1410f0-dc08-11ec-9416-9440c9ab47f0"
"1144638","1","1","3","6c6fedc9-dc08-11ec-9416-9440c9ab47f0"
"1144639","1","1","-66","6d88dea2-dc08-11ec-9416-9440c9ab47f0"
"1144639","1","1","4","6d88f22e-dc08-11ec-9416-9440c9ab47f0"
"1144640","1","1","1","66346fc3-dc08-11ec-9416-9440c9ab47f0"
"1144641","1","1","1","6c92360f-dc08-11ec-9416-9440c9ab47f0"
"1144642","1","1","4","6515e333-dc08-11ec-9416-9440c9ab47f0"
"1144643","1","1","1","64b59030-dc08-11ec-9416-9440c9ab47f0"
"1144644","1","1","1","64813d59-dc08-11ec-9416-9440c9ab47f0"
"1144645","1","1","1","794c0c21-dc08-11ec-9416-9440c9ab47f0"
"1144646","1","1","4","793790fb-dc08-11ec-9416-9440c9ab47f0"
"1144647","1","1","1","6fc0b881-dc08-11ec-9416-9440c9ab47f0"
"1144648","1","1","4","7035afa6-dc08-11ec-9416-9440c9ab47f0"
"1144649","1","1","4","723afae1-dc08-11ec-9416-9440c9ab47f0"
"1144650","1","1","4","71511de7-dc08-11ec-9416-9440c9ab47f0"
"1144651","1","1","4","78f162a3-dc08-11ec-9416-9440c9ab47f0"
"1144652","1","1","4","673c36f1-dc08-11ec-9416-9440c9ab47f0"
"1145138","1","1","-66","6dcd797a-dc08-11ec-9416-9440c9ab47f0"
"1145139","1","1","1","797b60df-dc08-11ec-9416-9440c9ab47f0"
"1145140","1","1","1","71cf79af-dc08-11ec-9416-9440c9ab47f0"
"1145141","1","1","2","6c0b5cb7-dc08-11ec-9416-9440c9ab47f0"
"1145142","1","1","4","6d76ecd7-dc08-11ec-9416-9440c9ab47f0"
"1145143","1","1","3","7692a9b0-dc08-11ec-9416-9440c9ab47f0"
"1145146","1","1","2","67508d37-dc08-11ec-9416-9440c9ab47f0"
"1145147","1","1","1","757cbc96-dc08-11ec-9416-9440c9ab47f0"
"1145148","1","1","1","6f4fe7f0-dc08-11ec-9416-9440c9ab47f0"
"1145149","1","1","4","712a70bd-dc08-11ec-9416-9440c9ab47f0"
"1145150","1","1","1","6957061f-dc08-11ec-9416-9440c9ab47f0"
"1145151","1","1","2","765e49f3-dc08-11ec-9416-9440c9ab47f0"
"1145152","1","1","2","6e9307e8-dc08-11ec-9416-9440c9ab47f0"
"1145153","1","1","4","63c88fe5-dc08-11ec-9416-9440c9ab47f0"
"1145154","1","1","1","73b70348-dc08-11ec-9416-9440c9ab47f0"
"1145155","1","1","1","772ed253-dc08-11ec-9416-9440c9ab47f0"
"1145156","1","1","4","75b73d24-dc08-11ec-9416-9440c9ab47f0"
"1145157","1","1","3","6e143bc9-dc08-11ec-9416-9440c9ab47f0"
"1145158","1","1","1","69177690-dc08-11ec-9416-9440c9ab47f0"
"1145159","1","1","1","6f8d61c1-dc08-11ec-9416-9440c9ab47f0"
"1145160","1","1","3","762caf62-dc08-11ec-9416-9440c9ab47f0"
"1145161","1","1","1","64654a77-dc08-11ec-9416-9440c9ab47f0"
"1145162","1","1","3","28f1814c-dc16-11ec-9416-9440c9ab47f0"
"1145163","1","1","1","2de9ef40-dc16-11ec-9416-9440c9ab47f0"
"1145164","1","1","1","2f8155bd-dc16-11ec-9416-9440c9ab47f0"
"1145165","1","1","2","28450cc1-dc16-11ec-9416-9440c9ab47f0"
"1145165","1","1","3","28452868-dc16-11ec-9416-9440c9ab47f0"
"1145166","1","1","1","2643a856-dc16-11ec-9416-9440c9ab47f0"
"1145167","1","1","1","23aadc16-dc16-11ec-9416-9440c9ab47f0"
"1145168","1","1","2","2d727a74-dc16-11ec-9416-9440c9ab47f0"
"1145169","1","1","1","219baa3d-dc16-11ec-9416-9440c9ab47f0"
"1145585","1","1","1","217b1913-dc16-11ec-9416-9440c9ab47f0"
"1145586","1","1","3","2cd6d86a-dc16-11ec-9416-9440c9ab47f0"
"1145587","1","1","2","265da472-dc16-11ec-9416-9440c9ab47f0"
"1145588","1","1","1","2145d58d-dc16-11ec-9416-9440c9ab47f0"
"1145589","1","1","1","27f9d505-dc16-11ec-9416-9440c9ab47f0"
"1145590","1","1","1","2cb0e514-dc16-11ec-9416-9440c9ab47f0"
"1145591","1","1","1","25433214-dc16-11ec-9416-9440c9ab47f0"
"1145592","1","1","1","268c764b-dc16-11ec-9416-9440c9ab47f0"
"1145593","1","1","3","295ebf47-dc16-11ec-9416-9440c9ab47f0"
"1145594","1","1","3","2898a7b7-dc16-11ec-9416-9440c9ab47f0"
"1145595","1","1","4","24002778-dc16-11ec-9416-9440c9ab47f0"
"1145596","1","1","3","2112fbc2-dc16-11ec-9416-9440c9ab47f0"
"1145597","1","1","3","2db774a5-dc16-11ec-9416-9440c9ab47f0"
"1145598","1","1","4","2210b197-dc16-11ec-9416-9440c9ab47f0"
"1145599","1","1","1","2fc32865-dc16-11ec-9416-9440c9ab47f0"
"1145623","1","1","3","3d5adbbc-dc0e-11ec-9416-9440c9ab47f0"
"1145624","1","1","1","411d26e3-dc0e-11ec-9416-9440c9ab47f0"
"1145625","1","1","1","484e1a00-dc0e-11ec-9416-9440c9ab47f0"
"1145626","1","1","3","39741b78-dc0e-11ec-9416-9440c9ab47f0"
"1145627","1","1","3","46e5c543-dc0e-11ec-9416-9440c9ab47f0"
"1145628","1","1","4","44f10d48-dc0e-11ec-9416-9440c9ab47f0"
"1145629","1","1","3","4060d8b8-dc0e-11ec-9416-9440c9ab47f0"
"1145630","1","1","2","437b5f9e-dc0e-11ec-9416-9440c9ab47f0"
"1145631","1","1","4","38bbe69c-dc0e-11ec-9416-9440c9ab47f0"
"1145632","1","1","2","4469c0c8-dc0e-11ec-9416-9440c9ab47f0"
"1145635","1","1","2","3650d158-dc0e-11ec-9416-9440c9ab47f0"
"1145636","1","1","4","4009b752-dc0e-11ec-9416-9440c9ab47f0"
"1145637","1","1","2","395a42f2-dc0e-11ec-9416-9440c9ab47f0"
"1145638","1","1","2","458701f6-dc0e-11ec-9416-9440c9ab47f0"
"1145639","1","1","1","3fcab7d9-dc0e-11ec-9416-9440c9ab47f0"
"1145640","1","1","3","3865e71b-dc0e-11ec-9416-9440c9ab47f0"
"1145641","1","1","4","3bb413b4-dc0e-11ec-9416-9440c9ab47f0"
"1145642","1","1","3","481874ba-dc0e-11ec-9416-9440c9ab47f0"
"1145643","1","1","1","3cb0c4af-dc0e-11ec-9416-9440c9ab47f0"
"1145644","1","1","4","4443bb9f-dc0e-11ec-9416-9440c9ab47f0"
"1145645","1","1","3","46b74130-dc0e-11ec-9416-9440c9ab47f0"
"1145646","1","1","1","37dc8c82-dc0e-11ec-9416-9440c9ab47f0"
"1145647","1","1","3","3b63b4dd-dc0e-11ec-9416-9440c9ab47f0"
"1145648","1","1","1","43be38e7-dc0e-11ec-9416-9440c9ab47f0"
"1145649","1","1","1","3913da42-dc0e-11ec-9416-9440c9ab47f0"
"1145650","1","1","1","480497a2-dc0e-11ec-9416-9440c9ab47f0"
"1145651","1","1","4","3be997de-dc0e-11ec-9416-9440c9ab47f0"
"1145652","1","1","2","410c3a24-dc0e-11ec-9416-9440c9ab47f0"
"1145653","1","1","1","3cc6ebc5-dc0e-11ec-9416-9440c9ab47f0"
"1145654","1","1","2","41739ea2-dc0e-11ec-9416-9440c9ab47f0"
"1145655","1","1","1","3aa051e4-dc0e-11ec-9416-9440c9ab47f0"
"1145656","1","1","1","3efa7ea5-dc0e-11ec-9416-9440c9ab47f0"
"1145657","1","1","1","3e7bbbee-dc0e-11ec-9416-9440c9ab47f0"
"1145658","1","1","1","4308a733-dc0e-11ec-9416-9440c9ab47f0"
"1145659","1","1","2","47dd14b0-dc0e-11ec-9416-9440c9ab47f0"
"1145660","1","1","4","3c1ca537-dc0e-11ec-9416-9440c9ab47f0"
"1145661","1","1","1","42d87a3e-dc0e-11ec-9416-9440c9ab47f0"
"1145662","1","1","4","41baf3ee-dc0e-11ec-9416-9440c9ab47f0"
"1145663","1","1","3","36687841-dc0e-11ec-9416-9440c9ab47f0"
"1145664","1","1","1","40b38405-dc0e-11ec-9416-9440c9ab47f0"
"1145665","1","1","4","3d103055-dc0e-11ec-9416-9440c9ab47f0"
"1146621","1","1","3","4291fa1d-dc0e-11ec-9416-9440c9ab47f0"
"1146622","1","1","1","361b285e-dc0e-11ec-9416-9440c9ab47f0"
"1146623","1","1","1","4526790d-dc0e-11ec-9416-9440c9ab47f0"
"1146624","1","1","2","36c53ed3-dc0e-11ec-9416-9440c9ab47f0"
"1146625","1","1","1","3f3e7623-dc0e-11ec-9416-9440c9ab47f0"
"1146626","1","1","4","409def54-dc0e-11ec-9416-9440c9ab47f0"
"1146627","1","1","2","3f856c45-dc0e-11ec-9416-9440c9ab47f0"
"1146628","1","1","1","3a5c8ad9-dc0e-11ec-9416-9440c9ab47f0"
"1146628","1","1","2","3a5c9b13-dc0e-11ec-9416-9440c9ab47f0"
"1146629","1","1","3","465be474-dc0e-11ec-9416-9440c9ab47f0"
"1146630","1","1","1","3f77592f-dc0e-11ec-9416-9440c9ab47f0"
"1146631","1","1","1","3b59ed3b-dc0e-11ec-9416-9440c9ab47f0"
"1146632","1","1","1","3ee8fa3a-dc0e-11ec-9416-9440c9ab47f0"
"1146633","1","1","1","3c9b8aa0-dc0e-11ec-9416-9440c9ab47f0"
"1146634","1","1","3","45bff9fc-dc0e-11ec-9416-9440c9ab47f0"
"1146635","1","1","3","44a09a0c-dc0e-11ec-9416-9440c9ab47f0"
"1146636","1","1","4","36a782ca-dc0e-11ec-9416-9440c9ab47f0"
"1146637","1","1","2","457ca69b-dc0e-11ec-9416-9440c9ab47f0"
"1146638","1","1","2","3defaf13-dc0e-11ec-9416-9440c9ab47f0"
"1146639","1","1","2","38b33c00-dc0e-11ec-9416-9440c9ab47f0"
"1146640","1","1","3","43386032-dc0e-11ec-9416-9440c9ab47f0"
"1146641","1","1","1","3de5ca85-dc0e-11ec-9416-9440c9ab47f0"
"1146644","1","1","4","3d732121-dc0e-11ec-9416-9440c9ab47f0"
"1146645","1","1","3","40c32d20-dc0e-11ec-9416-9440c9ab47f0"
"1146646","1","1","3","3c35bf8d-dc0e-11ec-9416-9440c9ab47f0"
"1146647","1","1","-66","3cde0f28-dc0e-11ec-9416-9440c9ab47f0"
"1146648","1","1","4","408e2395-dc0e-11ec-9416-9440c9ab47f0"
"1146649","1","1","4","38e2cc55-dc0e-11ec-9416-9440c9ab47f0"
"1146650","1","1","4","3fd7cdd0-dc0e-11ec-9416-9440c9ab47f0"
"1146651","1","1","2","37e5f86f-dc0e-11ec-9416-9440c9ab47f0"
"1146652","1","1","1","386b984c-dc0e-11ec-9416-9440c9ab47f0"
"1146653","1","1","3","36dc98da-dc0e-11ec-9416-9440c9ab47f0"
"1146654","1","1","1","3e21bce3-dc0e-11ec-9416-9440c9ab47f0"
"1146655","1","1","4","41a165e4-dc0e-11ec-9416-9440c9ab47f0"
"1146656","1","1","3","44e1dd66-dc0e-11ec-9416-9440c9ab47f0"
"1146657","1","1","4","40a6fb50-dc0e-11ec-9416-9440c9ab47f0"
"1146658","1","1","1","3d8e7bfb-dc0e-11ec-9416-9440c9ab47f0"
"1146659","1","1","1","3a9cac1c-dc0e-11ec-9416-9440c9ab47f0"
"1146660","1","1","4","48227bed-dc0e-11ec-9416-9440c9ab47f0"
"1146661","1","1","4","4183808c-dc0e-11ec-9416-9440c9ab47f0"
"1146662","1","1","4","4097b1d6-dc0e-11ec-9416-9440c9ab47f0"
"1146663","1","1","4","3b697de9-dc0e-11ec-9416-9440c9ab47f0"
"1146664","1","1","3","40ddb176-dc0e-11ec-9416-9440c9ab47f0"
"1146665","1","1","2","37813c63-dc0e-11ec-9416-9440c9ab47f0"
"1146666","1","1","1","3ca9521e-dc0e-11ec-9416-9440c9ab47f0"
"1146667","1","1","4","38813bc7-dc0e-11ec-9416-9440c9ab47f0"
"1147072","1","1","1","3893d734-dc0e-11ec-9416-9440c9ab47f0"
"1147073","1","1","1","3a4b4e67-dc0e-11ec-9416-9440c9ab47f0"
"1147074","1","1","3","39a76305-dc0e-11ec-9416-9440c9ab47f0"
"1147075","1","1","1","364129a2-dc0e-11ec-9416-9440c9ab47f0"
"1147076","1","1","1","43af6383-dc0e-11ec-9416-9440c9ab47f0"
"1147077","1","1","1","443c05d1-dc0e-11ec-9416-9440c9ab47f0"
"1147078","1","1","1","46be4501-dc0e-11ec-9416-9440c9ab47f0"
"1147079","1","1","1","45ec5006-dc0e-11ec-9416-9440c9ab47f0"
"1147080","1","1","1","363b6093-dc0e-11ec-9416-9440c9ab47f0"
"1147081","1","1","2","3b5fccca-dc0e-11ec-9416-9440c9ab47f0"
"1147082","1","1","2","385b0649-dc0e-11ec-9416-9440c9ab47f0"
"1147083","1","1","1","4615b320-dc0e-11ec-9416-9440c9ab47f0"
"1147084","1","1","1","2c09241e-dc16-11ec-9416-9440c9ab47f0"
"1147085","1","1","1","2455939a-dc16-11ec-9416-9440c9ab47f0"
"1147086","1","1","1","25067e71-dc16-11ec-9416-9440c9ab47f0"
"1147087","1","1","1","221f814b-dc16-11ec-9416-9440c9ab47f0"
"1147088","1","1","1","2f21a2a7-dc16-11ec-9416-9440c9ab47f0"
"1147089","1","1","3","29a3423b-dc16-11ec-9416-9440c9ab47f0"
"1147090","1","1","1","2a07cdbe-dc16-11ec-9416-9440c9ab47f0"
"1147091","1","1","1","220cc4cd-dc16-11ec-9416-9440c9ab47f0"
"1147092","1","1","1","286ae277-dc16-11ec-9416-9440c9ab47f0"
"1147093","1","1","1","253d492a-dc16-11ec-9416-9440c9ab47f0"
"1147093","1","1","3","253d5ab3-dc16-11ec-9416-9440c9ab47f0"
"1147094","1","1","1","2763fe67-dc16-11ec-9416-9440c9ab47f0"
"1147095","1","1","1","27ec08a3-dc16-11ec-9416-9440c9ab47f0"
"1147337","1","1","3","44c741c9-dc0e-11ec-9416-9440c9ab47f0"
"1147338","1","1","1","3fc53ef7-dc0e-11ec-9416-9440c9ab47f0"
"1147339","1","1","4","44c37f8e-dc0e-11ec-9416-9440c9ab47f0"
"1147340","1","1","4","3cb87b02-dc0e-11ec-9416-9440c9ab47f0"
"1147341","1","1","3","4376f8ae-dc0e-11ec-9416-9440c9ab47f0"
"1147342","1","1","3","45bbc91b-dc0e-11ec-9416-9440c9ab47f0"
"1147343","1","1","2","391e5554-dc0e-11ec-9416-9440c9ab47f0"
"1147344","1","1","4","447a1647-dc0e-11ec-9416-9440c9ab47f0"
"1147345","1","1","1","48145089-dc0e-11ec-9416-9440c9ab47f0"
"1147346","1","1","3","3cc0946f-dc0e-11ec-9416-9440c9ab47f0"
"1147347","1","1","4","479955be-dc0e-11ec-9416-9440c9ab47f0"
"1147348","1","1","3","47590804-dc0e-11ec-9416-9440c9ab47f0"
"1147445","1","1","2","37fd2282-dc0e-11ec-9416-9440c9ab47f0"
"1147446","1","1","2","39c57afd-dc0e-11ec-9416-9440c9ab47f0"
"1147447","1","1","1","3c9052b0-dc0e-11ec-9416-9440c9ab47f0"
"1147448","1","1","1","40f30a32-dc0e-11ec-9416-9440c9ab47f0"
"1147449","1","1","4","4371d0b8-dc0e-11ec-9416-9440c9ab47f0"
"1147450","1","1","3","44f468c6-dc0e-11ec-9416-9440c9ab47f0"
"1147451","1","1","1","44624901-dc0e-11ec-9416-9440c9ab47f0"
"1147452","1","1","2","41eb6275-dc0e-11ec-9416-9440c9ab47f0"
"1147453","1","1","3","3b222f22-dc0e-11ec-9416-9440c9ab47f0"
"1147454","1","1","-66","412533a0-dc0e-11ec-9416-9440c9ab47f0"
"1147455","1","1","1","3f20bd8e-dc0e-11ec-9416-9440c9ab47f0"
"1147456","1","1","2","395e3a77-dc0e-11ec-9416-9440c9ab47f0"
"1147460","1","1","1","420fbac7-dc0e-11ec-9416-9440c9ab47f0"
"1147461","1","1","3","369252df-dc0e-11ec-9416-9440c9ab47f0"
"1147462","1","1","3","481001b2-dc0e-11ec-9416-9440c9ab47f0"
"1147463","1","1","1","399e7526-dc0e-11ec-9416-9440c9ab47f0"
"1147464","1","1","4","3d27debb-dc0e-11ec-9416-9440c9ab47f0"
"1147465","1","1","3","37d1dfa0-dc0e-11ec-9416-9440c9ab47f0"
"1147466","1","1","4","375f543d-dc0e-11ec-9416-9440c9ab47f0"
"1147467","1","1","4","37c4e690-dc0e-11ec-9416-9440c9ab47f0"
"1147468","1","1","3","35d71956-dc0e-11ec-9416-9440c9ab47f0"
"1147469","1","1","4","459dcbd6-dc0e-11ec-9416-9440c9ab47f0"
"1147470","1","1","4","3ddf3b13-dc0e-11ec-9416-9440c9ab47f0"
"1147471","1","1","1","3e6f1c0d-dc0e-11ec-9416-9440c9ab47f0"
"1147472","1","1","4","47b64325-dc0e-11ec-9416-9440c9ab47f0"
"1147473","1","1","-66","36735573-dc0e-11ec-9416-9440c9ab47f0"
"1147474","1","1","4","43ed26ed-dc0e-11ec-9416-9440c9ab47f0"
"1147475","1","1","1","4658f69c-dc0e-11ec-9416-9440c9ab47f0"
"1147476","1","1","4","3e2fb73e-dc0e-11ec-9416-9440c9ab47f0"
"1147477","1","1","4","403b7de0-dc0e-11ec-9416-9440c9ab47f0"
"1147478","1","1","4","420b6882-dc0e-11ec-9416-9440c9ab47f0"
"1147479","1","1","4","402830d2-dc0e-11ec-9416-9440c9ab47f0"
"1147480","1","1","4","3a3e228e-dc0e-11ec-9416-9440c9ab47f0"
"1147481","1","1","1","48636dc4-dc0e-11ec-9416-9440c9ab47f0"
"1147482","1","1","4","434e7de7-dc0e-11ec-9416-9440c9ab47f0"
"1147483","1","1","1","457918d0-dc0e-11ec-9416-9440c9ab47f0"
"1147484","1","1","1","44d5b482-dc0e-11ec-9416-9440c9ab47f0"
"1147485","1","1","1","44fdbb33-dc0e-11ec-9416-9440c9ab47f0"
"1147486","1","1","1","4711079a-dc0e-11ec-9416-9440c9ab47f0"
"1147487","1","1","4","482aaf9b-dc0e-11ec-9416-9440c9ab47f0"
"1147488","1","1","1","3c3bb7c7-dc0e-11ec-9416-9440c9ab47f0"
"1147489","1","1","4","3b519f6e-dc0e-11ec-9416-9440c9ab47f0"
"1147490","1","1","4","3fc22741-dc0e-11ec-9416-9440c9ab47f0"
"1147491","1","1","4","3b107f44-dc0e-11ec-9416-9440c9ab47f0"
"1147492","1","1","1","398b7332-dc0e-11ec-9416-9440c9ab47f0"
"1147493","1","1","1","45d0c298-dc0e-11ec-9416-9440c9ab47f0"
"1147494","1","1","1","43f16738-dc0e-11ec-9416-9440c9ab47f0"
"1147495","1","1","1","4355622a-dc0e-11ec-9416-9440c9ab47f0"
"1147496","1","1","2","45510560-dc0e-11ec-9416-9440c9ab47f0"
"1147497","1","1","2","366085c2-dc0e-11ec-9416-9440c9ab47f0"
"1147498","1","1","1","38eeca44-dc0e-11ec-9416-9440c9ab47f0"
"1147499","1","1","3","3fbc2fa1-dc0e-11ec-9416-9440c9ab47f0"
"1147500","1","1","1","42567a03-dc0e-11ec-9416-9440c9ab47f0"
"1147501","1","1","2","41c466b4-dc0e-11ec-9416-9440c9ab47f0"
"1147502","1","1","3","379cde72-dc0e-11ec-9416-9440c9ab47f0"
"1147503","1","1","1","3bbd8c3d-dc0e-11ec-9416-9440c9ab47f0"
"1147504","1","1","3","4843fe82-dc0e-11ec-9416-9440c9ab47f0"
"1147504","1","1","4","484413b7-dc0e-11ec-9416-9440c9ab47f0"
"1147505","1","1","3","43fa26cd-dc0e-11ec-9416-9440c9ab47f0"
"1147506","1","1","1","471fcf59-dc0e-11ec-9416-9440c9ab47f0"
"1147507","1","1","1","450befdd-dc0e-11ec-9416-9440c9ab47f0"
"1147508","1","1","1","3f8d906d-dc0e-11ec-9416-9440c9ab47f0"
"1147509","1","1","-66","39096139-dc0e-11ec-9416-9440c9ab47f0"
"1147510","1","1","3","3afdc2ad-dc0e-11ec-9416-9440c9ab47f0"
"1147511","1","1","4","45ac23d6-dc0e-11ec-9416-9440c9ab47f0"
"1147512","1","1","4","360bc8c7-dc0e-11ec-9416-9440c9ab47f0"
"1147513","1","1","-66","473b6f86-dc0e-11ec-9416-9440c9ab47f0"
"1147514","1","1","4","47a395e1-dc0e-11ec-9416-9440c9ab47f0"
"1147515","1","1","-66","4412eb2a-dc0e-11ec-9416-9440c9ab47f0"
"1147515","1","1","4","4412d54d-dc0e-11ec-9416-9440c9ab47f0"
"1147516","1","1","4","38556559-dc0e-11ec-9416-9440c9ab47f0"
"1147517","1","1","4","42669d23-dc0e-11ec-9416-9440c9ab47f0"
"1147518","1","1","3","3bdd25db-dc0e-11ec-9416-9440c9ab47f0"
"1147519","1","1","-66","455d259d-dc0e-11ec-9416-9440c9ab47f0"
"1147520","1","1","-66","445ee697-dc0e-11ec-9416-9440c9ab47f0"
"1147521","1","1","2","4157d959-dc0e-11ec-9416-9440c9ab47f0"
"1147522","1","1","1","39abc792-dc0e-11ec-9416-9440c9ab47f0"
"1147523","1","1","3","44723ae4-dc0e-11ec-9416-9440c9ab47f0"
